,mp_name,p_name
39169,p-p'-DDE,
39170,p-p'-DDE,
39171,p-p'-DDE,
39172,p-p'-DDE,
39173,p-p'-DDT,
39174,p-p'-DDT,
39175,p-p'-DDT,
39176,p-p'-DDT,
39177,p-p'-DDT,
39178,Dieldrin,
39179,Dieldrin,
39180,Dieldrin,
39181,Dieldrin,
39182,Dieldrin,
39183,Mirex,
39184,Mirex,
39185,Mirex,
39186,Mirex,
39187,Mirex,
39188,opDDT,
39189,opDDT,
39190,opDDT,
39191,opDDT,
39192,opDDT,
39193,PCBs (as Arochlor 1254) Total,
39194,PCBs (as Arochlor 1254) Total,
39195,PCBs (as Arochlor 1254) Total,
39196,PCBs (as Arochlor 1254) Total,
39197,PCBs (as Arochlor 1254) Total,
39198,Chlordane (alpha+gamma),
39199,Chlordane (alpha+gamma),
39200,Chlordane (alpha+gamma),
39201,Chlordane (alpha+gamma),
39202,Chlordane (alpha+gamma),
39203,Chlordane (alpha+gamma),
39204,Chlordane (alpha+gamma),
39205,Chlordane (alpha+gamma),
39206,p-p'-DDD,
39207,p-p'-DDD,
39208,p-p'-DDD,
39209,p-p'-DDD,
39210,p-p'-DDD,
39211,p-p'-DDD,
39212,p-p'-DDD,
39213,p-p'-DDD,
39214,p-p'-DDE,
39215,p-p'-DDE,
39216,p-p'-DDE,
39217,p-p'-DDE,
39218,p-p'-DDE,
39219,p-p'-DDE,
39220,p-p'-DDE,
39221,p-p'-DDE,
39222,p-p'-DDT,
39223,p-p'-DDT,
39224,p-p'-DDT,
39225,p-p'-DDT,
39226,p-p'-DDT,
39227,p-p'-DDT,
39228,p-p'-DDT,
39229,p-p'-DDT,
39230,Dieldrin,
39231,Dieldrin,
39232,Dieldrin,
39233,Dieldrin,
39234,Dieldrin,
39235,Dieldrin,
39236,Dieldrin,
39237,Dieldrin,
39238,Mirex,
39239,Mirex,
39240,Mirex,
39241,Mirex,
39242,Mirex,
39243,Mirex,
39244,Mirex,
39245,Mirex,
39246,opDDT,
39247,opDDT,
39248,opDDT,
39249,opDDT,
39250,opDDT,
39251,opDDT,
39252,opDDT,
39253,opDDT,
39254,PCBs (as Arochlor 1254) Total,
39255,PCBs (as Arochlor 1254) Total,
39256,PCBs (as Arochlor 1254) Total,
39257,PCBs (as Arochlor 1254) Total,
39258,PCBs (as Arochlor 1254) Total,
39259,PCBs (as Arochlor 1254) Total,
39260,PCBs (as Arochlor 1254) Total,
39261,PCBs (as Arochlor 1254) Total,
39262,Chlordane (alpha+gamma),
39263,Chlordane (alpha+gamma),
39264,Chlordane (alpha+gamma),
39265,p-p'-DDD,
39266,p-p'-DDD,
39267,p-p'-DDD,
39268,p-p'-DDE,
39269,p-p'-DDE,
39270,p-p'-DDE,
39271,p-p'-DDT,
39272,p-p'-DDT,
39273,p-p'-DDT,
39274,Dieldrin,
39275,Dieldrin,
39276,Dieldrin,
39277,Mirex,
39278,Mirex,
39279,Mirex,
39280,opDDT,
39281,opDDT,
39282,opDDT,
39283,PCBs (as Arochlor 1254) Total,
39284,PCBs (as Arochlor 1254) Total,
39285,PCBs (as Arochlor 1254) Total,
39286,Chlordane (alpha+gamma),
39287,Chlordane (alpha+gamma),
39288,Chlordane (alpha+gamma),
39289,Chlordane (alpha+gamma),
39290,Chlordane (alpha+gamma),
39291,Chlordane (alpha+gamma),
39292,Chlordane (alpha+gamma),
39293,Chlordane (alpha+gamma),
39294,Chlordane (alpha+gamma),
39295,p-p'-DDD,
39296,p-p'-DDD,
39297,p-p'-DDD,
39298,p-p'-DDD,
39299,p-p'-DDD,
39300,p-p'-DDD,
39301,p-p'-DDD,
39302,p-p'-DDD,
39303,p-p'-DDD,
39304,p-p'-DDE,
39305,p-p'-DDE,
39306,p-p'-DDE,
39307,p-p'-DDE,
39308,p-p'-DDE,
39309,p-p'-DDE,
39310,p-p'-DDE,
39311,p-p'-DDE,
39312,p-p'-DDE,
39313,p-p'-DDT,
39314,p-p'-DDT,
39315,p-p'-DDT,
39316,p-p'-DDT,
39317,p-p'-DDT,
39318,p-p'-DDT,
39319,p-p'-DDT,
39320,p-p'-DDT,
39321,p-p'-DDT,
39322,Dieldrin,
39323,Dieldrin,
39324,Dieldrin,
39325,Dieldrin,
39326,Dieldrin,
39327,Dieldrin,
39328,Dieldrin,
39329,Dieldrin,
39330,Dieldrin,
39331,Mirex,
39332,Mirex,
39333,Mirex,
39334,Mirex,
39335,Mirex,
39336,Mirex,
39337,Mirex,
39338,Mirex,
39339,Mirex,
39340,Mirex,
39341,opDDT,
39342,opDDT,
39343,opDDT,
39344,opDDT,
39345,opDDT,
39346,opDDT,
39347,opDDT,
39348,opDDT,
39349,opDDT,
39350,PCBs (as Arochlor 1254) Total,
39351,PCBs (as Arochlor 1254) Total,
39352,PCBs (as Arochlor 1254) Total,
39353,PCBs (as Arochlor 1254) Total,
39354,PCBs (as Arochlor 1254) Total,
39355,PCBs (as Arochlor 1254) Total,
39356,PCBs (as Arochlor 1254) Total,
39357,PCBs (as Arochlor 1254) Total,
39358,PCBs (as Arochlor 1254) Total,
39359,Chlordane (alpha+gamma),
39360,Chlordane (alpha+gamma),
39361,Chlordane (alpha+gamma),
39362,Chlordane (alpha+gamma),
39363,Chlordane (alpha+gamma),
39364,Chlordane (alpha+gamma),
39365,Chlordane (alpha+gamma),
39366,Chlordane (alpha+gamma),
39367,Chlordane (alpha+gamma),
39368,Chlordane (alpha+gamma),
39369,Chlordane (alpha+gamma),
39370,Chlordane (alpha+gamma),
39371,p-p'-DDD,
39372,p-p'-DDD,
39373,p-p'-DDD,
39374,p-p'-DDD,
39375,p-p'-DDD,
39376,p-p'-DDD,
39377,p-p'-DDD,
39378,p-p'-DDD,
39379,p-p'-DDD,
39380,p-p'-DDD,
39381,p-p'-DDD,
39382,p-p'-DDD,
39383,p-p'-DDE,
39384,p-p'-DDE,
39385,p-p'-DDE,
39386,p-p'-DDE,
39387,p-p'-DDE,
39388,p-p'-DDE,
39389,p-p'-DDE,
39390,p-p'-DDE,
39391,p-p'-DDE,
39392,p-p'-DDE,
39393,p-p'-DDE,
39394,p-p'-DDE,
39395,p-p'-DDT,
39396,p-p'-DDT,
39397,p-p'-DDT,
39398,p-p'-DDT,
39399,p-p'-DDT,
39400,p-p'-DDT,
39401,p-p'-DDT,
39402,p-p'-DDT,
39403,p-p'-DDT,
39404,p-p'-DDT,
39405,p-p'-DDT,
39406,p-p'-DDT,
39407,Dieldrin,
39408,Dieldrin,
39409,Dieldrin,
39410,Dieldrin,
39411,Dieldrin,
39412,Dieldrin,
39413,Dieldrin,
39414,Dieldrin,
39415,Dieldrin,
39416,Dieldrin,
39417,Dieldrin,
39418,Dieldrin,
39419,Hexabromobenzene (HBB),
39420,Hexabromobenzene (HBB),
39421,Hexabromobenzene (HBB),
39422,Hexabromobenzene (HBB),
39423,Hexabromobenzene (HBB),
39424,Hexabromobenzene (HBB),
39425,Hexabromobenzene (HBB),
39426,Hexabromobenzene (HBB),
39427,Hexabromobenzene (HBB),
39428,Hexabromobenzene (HBB),
39429,Hexabromobenzene (HBB),
39430,Hexabromobenzene (HBB),
39431,Mirex,
39432,Mirex,
39433,Mirex,
39434,Mirex,
39435,Mirex,
39436,Mirex,
39437,Mirex,
39438,Mirex,
39439,Mirex,
39440,Mirex,
39441,Mirex,
39442,Mirex,
39443,PCBs (as Arochlor 1254) Total,
39444,PCBs (as Arochlor 1254) Total,
39445,PCBs (as Arochlor 1254) Total,
39446,PCBs (as Arochlor 1254) Total,
39447,PCBs (as Arochlor 1254) Total,
39448,PCBs (as Arochlor 1254) Total,
39449,PCBs (as Arochlor 1254) Total,
39450,PCBs (as Arochlor 1254) Total,
39451,PCBs (as Arochlor 1254) Total,
39452,PCBs (as Arochlor 1254) Total,
39453,PCBs (as Arochlor 1254) Total,
39454,PCBs (as Arochlor 1254) Total,
39455,Chlordane (alpha+gamma),
39456,Chlordane (alpha+gamma),
39457,Chlordane (alpha+gamma),
39458,Chlordane (alpha+gamma),
39459,Chlordane (alpha+gamma),
39460,Chlordane (alpha+gamma),
39461,Chlordane (alpha+gamma),
39462,Chlordane (alpha+gamma),
39463,Chlordane (alpha+gamma),
39464,Chlordane (alpha+gamma),
39465,Chlordane (alpha+gamma),
39466,Chlordane (alpha+gamma),
39467,p-p'-DDD,
39468,p-p'-DDD,
39469,p-p'-DDD,
39470,p-p'-DDD,
39471,p-p'-DDD,
39472,p-p'-DDD,
39473,p-p'-DDD,
39474,p-p'-DDD,
39475,p-p'-DDD,
39476,p-p'-DDD,
39477,p-p'-DDD,
39478,p-p'-DDD,
39479,p-p'-DDE,
39480,p-p'-DDE,
39481,p-p'-DDE,
39482,p-p'-DDE,
39483,p-p'-DDE,
39484,p-p'-DDE,
39485,p-p'-DDE,
39486,p-p'-DDE,
39487,p-p'-DDE,
39488,p-p'-DDE,
39489,p-p'-DDE,
39490,p-p'-DDE,
39491,p-p'-DDT,
39492,p-p'-DDT,
39493,p-p'-DDT,
39494,p-p'-DDT,
39495,p-p'-DDT,
39496,p-p'-DDT,
39497,p-p'-DDT,
39498,p-p'-DDT,
39499,p-p'-DDT,
39500,p-p'-DDT,
39501,p-p'-DDT,
39502,p-p'-DDT,
39503,Dieldrin,
39504,Dieldrin,
39505,Dieldrin,
39506,Dieldrin,
39507,Dieldrin,
39508,Dieldrin,
39509,Dieldrin,
39510,Dieldrin,
39511,Dieldrin,
39512,Dieldrin,
39513,Dieldrin,
39514,Dieldrin,
39515,PCBs (as Arochlor 1254) Total,
39516,PCBs (as Arochlor 1254) Total,
39517,PCBs (as Arochlor 1254) Total,
39518,PCBs (as Arochlor 1254) Total,
39519,PCBs (as Arochlor 1254) Total,
39520,PCBs (as Arochlor 1254) Total,
39521,PCBs (as Arochlor 1254) Total,
39522,PCBs (as Arochlor 1254) Total,
39523,PCBs (as Arochlor 1254) Total,
39524,PCBs (as Arochlor 1254) Total,
39525,PCBs (as Arochlor 1254) Total,
39526,PCBs (as Arochlor 1254) Total,
39527,Chlordane (alpha+gamma),
39528,Chlordane (alpha+gamma),
39529,Chlordane (alpha+gamma),
39530,Chlordane (alpha+gamma),
39531,Chlordane (alpha+gamma),
39532,Chlordane (alpha+gamma),
39533,Chlordane (alpha+gamma),
39534,Chlordane (alpha+gamma),
39535,Chlordane (alpha+gamma),
39536,Chlordane (alpha+gamma),
39537,Chlordane (alpha+gamma),
39538,Chlordane (alpha+gamma),
39539,p-p'-DDD,
39540,p-p'-DDD,
39541,p-p'-DDD,
39542,p-p'-DDD,
39543,p-p'-DDD,
39544,p-p'-DDD,
39545,p-p'-DDD,
39546,p-p'-DDD,
39547,p-p'-DDD,
39548,p-p'-DDD,
39549,p-p'-DDD,
39550,p-p'-DDD,
39551,p-p'-DDE,
39552,p-p'-DDE,
39553,p-p'-DDE,
39554,p-p'-DDE,
39555,p-p'-DDE,
39556,p-p'-DDE,
39557,p-p'-DDE,
39558,p-p'-DDE,
39559,p-p'-DDE,
39560,p-p'-DDE,
39561,p-p'-DDE,
39562,p-p'-DDE,
39563,p-p'-DDT,
39564,p-p'-DDT,
39565,p-p'-DDT,
39566,p-p'-DDT,
39567,p-p'-DDT,
39568,p-p'-DDT,
39569,p-p'-DDT,
39570,p-p'-DDT,
39571,p-p'-DDT,
39572,p-p'-DDT,
39573,p-p'-DDT,
39574,p-p'-DDT,
39575,Dieldrin,
39576,Dieldrin,
39577,Dieldrin,
39578,Dieldrin,
39579,Dieldrin,
39580,Dieldrin,
39581,Dieldrin,
39582,Dieldrin,
39583,Dieldrin,
39584,Dieldrin,
39585,Dieldrin,
39586,Dieldrin,
39587,PCBs (as Arochlor 1254) Total,
39588,PCBs (as Arochlor 1254) Total,
39589,PCBs (as Arochlor 1254) Total,
39590,PCBs (as Arochlor 1254) Total,
39591,PCBs (as Arochlor 1254) Total,
39592,PCBs (as Arochlor 1254) Total,
39593,PCBs (as Arochlor 1254) Total,
39594,PCBs (as Arochlor 1254) Total,
39595,PCBs (as Arochlor 1254) Total,
39596,PCBs (as Arochlor 1254) Total,
39597,PCBs (as Arochlor 1254) Total,
39598,PCBs (as Arochlor 1254) Total,
39599,Chlordane (alpha+gamma),
39600,Chlordane (alpha+gamma),
39601,Chlordane (alpha+gamma),
39602,Chlordane (alpha+gamma),
39603,Chlordane (alpha+gamma),
39604,Chlordane (alpha+gamma),
39605,Chlordane (alpha+gamma),
39606,Chlordane (alpha+gamma),
39607,Chlordane (alpha+gamma),
39608,Chlordane (alpha+gamma),
39609,Chlordane (alpha+gamma),
39610,Chlordane (alpha+gamma),
39611,p-p'-DDD,
39612,p-p'-DDD,
39613,p-p'-DDD,
39614,p-p'-DDD,
39615,p-p'-DDD,
39616,p-p'-DDD,
39617,p-p'-DDD,
39618,p-p'-DDD,
39619,p-p'-DDD,
39620,p-p'-DDD,
39621,p-p'-DDD,
39622,p-p'-DDD,
39623,p-p'-DDE,
39624,p-p'-DDE,
39625,p-p'-DDE,
39626,p-p'-DDE,
39627,p-p'-DDE,
39628,p-p'-DDE,
39629,p-p'-DDE,
39630,p-p'-DDE,
39631,p-p'-DDE,
39632,p-p'-DDE,
39633,p-p'-DDE,
39634,p-p'-DDE,
39635,p-p'-DDT,
39636,p-p'-DDT,
39637,p-p'-DDT,
39638,p-p'-DDT,
39639,p-p'-DDT,
39640,p-p'-DDT,
39641,p-p'-DDT,
39642,p-p'-DDT,
39643,p-p'-DDT,
39644,p-p'-DDT,
39645,p-p'-DDT,
39646,p-p'-DDT,
39647,Dieldrin,
39648,Dieldrin,
39649,Dieldrin,
39650,Dieldrin,
39651,Dieldrin,
39652,Dieldrin,
39653,Dieldrin,
39654,Dieldrin,
39655,Dieldrin,
39656,Dieldrin,
39657,Dieldrin,
39658,Dieldrin,
39659,Hexabromobenzene (HBB),
39660,Hexabromobenzene (HBB),
39661,Hexabromobenzene (HBB),
39662,Hexabromobenzene (HBB),
39663,Hexabromobenzene (HBB),
39664,Hexabromobenzene (HBB),
39665,Hexabromobenzene (HBB),
39666,Hexabromobenzene (HBB),
39667,Hexabromobenzene (HBB),
39668,Hexabromobenzene (HBB),
39669,Hexabromobenzene (HBB),
39670,Hexabromobenzene (HBB),
39671,Heptachlor epoxide,
39672,Heptachlor epoxide,
39673,Heptachlor epoxide,
39674,Heptachlor epoxide,
39675,Heptachlor epoxide,
39676,Heptachlor epoxide,
39677,Heptachlor epoxide,
39678,Heptachlor epoxide,
39679,Heptachlor epoxide,
39680,Heptachlor epoxide,
39681,Heptachlor epoxide,
39682,Heptachlor epoxide,
39683,Mirex,
39684,Mirex,
39685,Mirex,
39686,Mirex,
39687,Mirex,
39688,Mirex,
39689,Mirex,
39690,Mirex,
39691,Mirex,
39692,Mirex,
39693,Mirex,
39694,Mirex,
39695,PCBs (as Arochlor 1254) Total,
39696,PCBs (as Arochlor 1254) Total,
39697,PCBs (as Arochlor 1254) Total,
39698,PCBs (as Arochlor 1254) Total,
39699,PCBs (as Arochlor 1254) Total,
39700,PCBs (as Arochlor 1254) Total,
39701,PCBs (as Arochlor 1254) Total,
39702,PCBs (as Arochlor 1254) Total,
39703,PCBs (as Arochlor 1254) Total,
39704,PCBs (as Arochlor 1254) Total,
39705,PCBs (as Arochlor 1254) Total,
39706,PCBs (as Arochlor 1254) Total,
39707,Chlordane (alpha+gamma),
39708,Chlordane (alpha+gamma),
39709,Chlordane (alpha+gamma),
39710,Chlordane (alpha+gamma),
39711,Chlordane (alpha+gamma),
39712,Chlordane (alpha+gamma),
39713,Chlordane (alpha+gamma),
39714,Chlordane (alpha+gamma),
39715,Chlordane (alpha+gamma),
39716,Chlordane (alpha+gamma),
39717,Chlordane (alpha+gamma),
39718,Chlordane (alpha+gamma),
39719,p-p'-DDD,
39720,p-p'-DDD,
39721,p-p'-DDD,
39722,p-p'-DDD,
39723,p-p'-DDD,
39724,p-p'-DDD,
39725,p-p'-DDD,
39726,p-p'-DDD,
39727,p-p'-DDD,
39728,p-p'-DDD,
39729,p-p'-DDD,
39730,p-p'-DDD,
39731,p-p'-DDE,
39732,p-p'-DDE,
39733,p-p'-DDE,
39734,p-p'-DDE,
39735,p-p'-DDE,
39736,p-p'-DDE,
39737,p-p'-DDE,
39738,p-p'-DDE,
39739,p-p'-DDE,
39740,p-p'-DDE,
39741,p-p'-DDE,
39742,p-p'-DDE,
39743,p-p'-DDT,
39744,p-p'-DDT,
39745,p-p'-DDT,
39746,p-p'-DDT,
39747,p-p'-DDT,
39748,p-p'-DDT,
39749,p-p'-DDT,
39750,p-p'-DDT,
39751,p-p'-DDT,
39752,p-p'-DDT,
39753,p-p'-DDT,
39754,p-p'-DDT,
39755,Dieldrin,
39756,Dieldrin,
39757,Dieldrin,
39758,Dieldrin,
39759,Dieldrin,
39760,Dieldrin,
39761,Dieldrin,
39762,Dieldrin,
39763,Dieldrin,
39764,Dieldrin,
39765,Dieldrin,
39766,Dieldrin,
39767,Hexabromobenzene (HBB),
39768,Hexabromobenzene (HBB),
39769,Hexabromobenzene (HBB),
39770,Hexabromobenzene (HBB),
39771,Hexabromobenzene (HBB),
39772,Hexabromobenzene (HBB),
39773,Hexabromobenzene (HBB),
39774,Hexabromobenzene (HBB),
39775,Hexabromobenzene (HBB),
39776,Hexabromobenzene (HBB),
39777,Hexabromobenzene (HBB),
39778,Hexabromobenzene (HBB),
39779,Heptachlor epoxide,
39780,Heptachlor epoxide,
39781,Heptachlor epoxide,
39782,Heptachlor epoxide,
39783,Heptachlor epoxide,
39784,Heptachlor epoxide,
39785,Heptachlor epoxide,
39786,Heptachlor epoxide,
39787,Heptachlor epoxide,
39788,Heptachlor epoxide,
39789,Heptachlor epoxide,
39790,Heptachlor epoxide,
39791,PCBs (as Arochlor 1254) Total,
39792,PCBs (as Arochlor 1254) Total,
39793,PCBs (as Arochlor 1254) Total,
39794,PCBs (as Arochlor 1254) Total,
39795,PCBs (as Arochlor 1254) Total,
39796,PCBs (as Arochlor 1254) Total,
39797,PCBs (as Arochlor 1254) Total,
39798,PCBs (as Arochlor 1254) Total,
39799,PCBs (as Arochlor 1254) Total,
39800,PCBs (as Arochlor 1254) Total,
39801,PCBs (as Arochlor 1254) Total,
39802,PCBs (as Arochlor 1254) Total,
39803,Chlordane (alpha+gamma),
39804,Chlordane (alpha+gamma),
39805,Chlordane (alpha+gamma),
39806,Chlordane (alpha+gamma),
39807,Chlordane (alpha+gamma),
39808,Chlordane (alpha+gamma),
39809,Chlordane (alpha+gamma),
39810,Chlordane (alpha+gamma),
39811,Chlordane (alpha+gamma),
39812,Chlordane (alpha+gamma),
39813,Chlordane (alpha+gamma),
39814,Chlordane (alpha+gamma),
39815,p-p'-DDE,
39816,p-p'-DDE,
39817,p-p'-DDE,
39818,p-p'-DDE,
39819,p-p'-DDE,
39820,p-p'-DDE,
39821,p-p'-DDE,
39822,p-p'-DDE,
39823,p-p'-DDE,
39824,p-p'-DDE,
39825,p-p'-DDE,
39826,p-p'-DDE,
39827,p-p'-DDT,
39828,p-p'-DDT,
39829,p-p'-DDT,
39830,p-p'-DDT,
39831,p-p'-DDT,
39832,p-p'-DDT,
39833,p-p'-DDT,
39834,p-p'-DDT,
39835,p-p'-DDT,
39836,p-p'-DDT,
39837,p-p'-DDT,
39838,p-p'-DDT,
39839,Dieldrin,
39840,Dieldrin,
39841,Dieldrin,
39842,Dieldrin,
39843,Dieldrin,
39844,Dieldrin,
39845,Dieldrin,
39846,Dieldrin,
39847,Dieldrin,
39848,Dieldrin,
39849,Dieldrin,
39850,Dieldrin,
39851,Hexabromobenzene (HBB),
39852,Hexabromobenzene (HBB),
39853,Hexabromobenzene (HBB),
39854,Hexabromobenzene (HBB),
39855,Hexabromobenzene (HBB),
39856,Hexabromobenzene (HBB),
39857,Hexabromobenzene (HBB),
39858,Hexabromobenzene (HBB),
39859,Hexabromobenzene (HBB),
39860,Hexabromobenzene (HBB),
39861,Hexabromobenzene (HBB),
39862,Hexabromobenzene (HBB),
39863,Heptachlor epoxide,
39864,Heptachlor epoxide,
39865,Heptachlor epoxide,
39866,Heptachlor epoxide,
39867,Heptachlor epoxide,
39868,Heptachlor epoxide,
39869,Heptachlor epoxide,
39870,Heptachlor epoxide,
39871,Heptachlor epoxide,
39872,Heptachlor epoxide,
39873,Heptachlor epoxide,
39874,Heptachlor epoxide,
39875,Mirex,
39876,Mirex,
39877,Mirex,
39878,Mirex,
39879,Mirex,
39880,Mirex,
39881,Mirex,
39882,Mirex,
39883,Mirex,
39884,Mirex,
39885,Mirex,
39886,Mirex,
39887,PCBs (as Arochlor 1254) Total,
39888,PCBs (as Arochlor 1254) Total,
39889,PCBs (as Arochlor 1254) Total,
39890,PCBs (as Arochlor 1254) Total,
39891,PCBs (as Arochlor 1254) Total,
39892,PCBs (as Arochlor 1254) Total,
39893,PCBs (as Arochlor 1254) Total,
39894,PCBs (as Arochlor 1254) Total,
39895,PCBs (as Arochlor 1254) Total,
39896,PCBs (as Arochlor 1254) Total,
39897,PCBs (as Arochlor 1254) Total,
39898,PCBs (as Arochlor 1254) Total,
39899,Chlordane (alpha+gamma),
39900,Chlordane (alpha+gamma),
39901,Chlordane (alpha+gamma),
39902,Chlordane (alpha+gamma),
39903,Chlordane (alpha+gamma),
39904,Chlordane (alpha+gamma),
39905,Chlordane (alpha+gamma),
39906,Chlordane (alpha+gamma),
39907,Chlordane (alpha+gamma),
39908,Chlordane (alpha+gamma),
39909,Chlordane (alpha+gamma),
39910,p-p'-DDE,
39911,p-p'-DDE,
39912,p-p'-DDE,
39913,p-p'-DDE,
39914,p-p'-DDE,
39915,p-p'-DDE,
39916,p-p'-DDE,
39917,p-p'-DDE,
39918,p-p'-DDE,
39919,p-p'-DDE,
39920,p-p'-DDE,
39921,p-p'-DDT,
39922,p-p'-DDT,
39923,p-p'-DDT,
39924,p-p'-DDT,
39925,p-p'-DDT,
39926,p-p'-DDT,
39927,p-p'-DDT,
39928,p-p'-DDT,
39929,p-p'-DDT,
39930,p-p'-DDT,
39931,p-p'-DDT,
39932,Dieldrin,
39933,Dieldrin,
39934,Dieldrin,
39935,Dieldrin,
39936,Dieldrin,
39937,Dieldrin,
39938,Dieldrin,
39939,Dieldrin,
39940,Dieldrin,
39941,Dieldrin,
39942,Dieldrin,
39943,Hexabromobenzene (HBB),
39944,Hexabromobenzene (HBB),
39945,Hexabromobenzene (HBB),
39946,Hexabromobenzene (HBB),
39947,Hexabromobenzene (HBB),
39948,Hexabromobenzene (HBB),
39949,Hexabromobenzene (HBB),
39950,Hexabromobenzene (HBB),
39951,Hexabromobenzene (HBB),
39952,Hexabromobenzene (HBB),
39953,Hexabromobenzene (HBB),
39954,Heptachlor epoxide,
39955,Heptachlor epoxide,
39956,Heptachlor epoxide,
39957,Heptachlor epoxide,
39958,Heptachlor epoxide,
39959,Heptachlor epoxide,
39960,Heptachlor epoxide,
39961,Heptachlor epoxide,
39962,Heptachlor epoxide,
39963,Heptachlor epoxide,
39964,Heptachlor epoxide,
39965,Mirex,
39966,Mirex,
39967,Mirex,
39968,Mirex,
39969,Mirex,
39970,Mirex,
39971,Mirex,
39972,Mirex,
39973,Mirex,
39974,Mirex,
39975,Mirex,
39976,PCBs (as Arochlor 1254) Total,
39977,PCBs (as Arochlor 1254) Total,
39978,PCBs (as Arochlor 1254) Total,
39979,PCBs (as Arochlor 1254) Total,
39980,PCBs (as Arochlor 1254) Total,
39981,PCBs (as Arochlor 1254) Total,
39982,PCBs (as Arochlor 1254) Total,
39983,PCBs (as Arochlor 1254) Total,
39984,PCBs (as Arochlor 1254) Total,
39985,PCBs (as Arochlor 1254) Total,
39986,PCBs (as Arochlor 1254) Total,
39987,Chlordane (alpha+gamma),
39988,Chlordane (alpha+gamma),
39989,Chlordane (alpha+gamma),
39990,Chlordane (alpha+gamma),
39991,Chlordane (alpha+gamma),
39992,Chlordane (alpha+gamma),
39993,Chlordane (alpha+gamma),
39994,Chlordane (alpha+gamma),
39995,Chlordane (alpha+gamma),
39996,p-p'-DDD,
39997,p-p'-DDD,
39998,p-p'-DDD,
39999,p-p'-DDD,
40000,p-p'-DDD,
40001,p-p'-DDD,
40002,p-p'-DDD,
40003,p-p'-DDD,
40004,p-p'-DDD,
40005,p-p'-DDE,
40006,p-p'-DDE,
40007,p-p'-DDE,
40008,p-p'-DDE,
40009,p-p'-DDE,
40010,p-p'-DDE,
40011,p-p'-DDE,
40012,p-p'-DDE,
40013,p-p'-DDE,
40014,p-p'-DDT,
40015,p-p'-DDT,
40016,p-p'-DDT,
40017,p-p'-DDT,
40018,p-p'-DDT,
40019,p-p'-DDT,
40020,p-p'-DDT,
40021,p-p'-DDT,
40022,p-p'-DDT,
40023,Dieldrin,
40024,Dieldrin,
40025,Dieldrin,
40026,Dieldrin,
40027,Dieldrin,
40028,Dieldrin,
40029,Dieldrin,
40030,Dieldrin,
40031,Dieldrin,
40032,Mirex,
40033,Mirex,
40034,Mirex,
40035,Mirex,
40036,Mirex,
40037,Mirex,
40038,Mirex,
40039,Mirex,
40040,Mirex,
40041,opDDT,
40042,opDDT,
40043,opDDT,
40044,opDDT,
40045,opDDT,
40046,opDDT,
40047,opDDT,
40048,opDDT,
40049,opDDT,
40050,PCBs (as Arochlor 1254) Total,
40051,PCBs (as Arochlor 1254) Total,
40052,PCBs (as Arochlor 1254) Total,
40053,PCBs (as Arochlor 1254) Total,
40054,PCBs (as Arochlor 1254) Total,
40055,PCBs (as Arochlor 1254) Total,
40056,PCBs (as Arochlor 1254) Total,
40057,PCBs (as Arochlor 1254) Total,
40058,PCBs (as Arochlor 1254) Total,
40059,Chlordane (alpha+gamma),
40060,Chlordane (alpha+gamma),
40061,Chlordane (alpha+gamma),
40062,Chlordane (alpha+gamma),
40063,Chlordane (alpha+gamma),
40064,Chlordane (alpha+gamma),
40065,Chlordane (alpha+gamma),
40066,Chlordane (alpha+gamma),
40067,Chlordane (alpha+gamma),
40068,Chlordane (alpha+gamma),
40069,Chlordane (alpha+gamma),
40070,Chlordane (alpha+gamma),
40071,p-p'-DDD,
40072,p-p'-DDD,
40073,p-p'-DDD,
40074,p-p'-DDD,
40075,p-p'-DDD,
40076,p-p'-DDD,
40077,p-p'-DDD,
40078,p-p'-DDD,
40079,p-p'-DDD,
40080,p-p'-DDD,
40081,p-p'-DDD,
40082,p-p'-DDD,
40083,p-p'-DDE,
40084,p-p'-DDE,
40085,p-p'-DDE,
40086,p-p'-DDE,
40087,p-p'-DDE,
40088,p-p'-DDE,
40089,p-p'-DDE,
40090,p-p'-DDE,
40091,p-p'-DDE,
40092,p-p'-DDE,
40093,p-p'-DDE,
40094,p-p'-DDE,
40095,p-p'-DDT,
40096,p-p'-DDT,
40097,p-p'-DDT,
40098,p-p'-DDT,
40099,p-p'-DDT,
40100,p-p'-DDT,
40101,p-p'-DDT,
40102,p-p'-DDT,
40103,p-p'-DDT,
40104,p-p'-DDT,
40105,p-p'-DDT,
40106,p-p'-DDT,
40107,Dieldrin,
40108,Dieldrin,
40109,Dieldrin,
40110,Dieldrin,
40111,Dieldrin,
40112,Dieldrin,
40113,Dieldrin,
40114,Dieldrin,
40115,Dieldrin,
40116,Dieldrin,
40117,Dieldrin,
40118,Dieldrin,
40119,Mirex,
40120,Mirex,
40121,Mirex,
40122,Mirex,
40123,Mirex,
40124,Mirex,
40125,Mirex,
40126,Mirex,
40127,Mirex,
40128,Mirex,
40129,Mirex,
40130,Mirex,
40131,opDDT,
40132,opDDT,
40133,opDDT,
40134,opDDT,
40135,opDDT,
40136,opDDT,
40137,opDDT,
40138,opDDT,
40139,opDDT,
40140,opDDT,
40141,opDDT,
40142,opDDT,
40143,PCBs (as Arochlor 1254) Total,
40144,PCBs (as Arochlor 1254) Total,
40145,PCBs (as Arochlor 1254) Total,
