CSP_No,Common_Name,Genus,Species,Total Length (cm),Total Weight (g),Sex_Code,Maturity_Code,Composite_Count,Collection_Date,Collection_Year,Waterbody,Basin/Site,Latitude,Longitude,Province/State,Tissue_Code,Parameter_Code,Value,Value_Flag,Rep,Measurement_Date,Parameter_Group,Master_Parameter_Name,Parameter_name,Unit_Code,LOD,MDL - typical,Laboratory,Method_Code
66689,Chain Pickerel,Esox,niger,33,217,M,ADS,1,2022-10-03,2022,Kejimkujik Lake,Kejimkujik Lake Basin,44.37611,-65.24167,NS,WHA,"Chlorinated Alkanes, LC (C18-C20), Total",4.12,ND,1,2026-01-29,Chlorinated Alkane,"Long Chain Chlorinated Alkanes (C18-C20), Total","Long Chain Chlorinated Alkanes (C18-C20), Total",NG/G wet,,,NLET,B_ChlorinatedAlkanes_MC_Biota
66689,Chain Pickerel,Esox,niger,33,217,M,ADS,1,2022-10-03,2022,Kejimkujik Lake,Kejimkujik Lake Basin,44.37611,-65.24167,NS,WHA,"Chlorinated Alkanes, MC (C14-C17), Total",3.55,ND,1,2026-01-29,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Medium Chain Chlorinated Paraffins (C14-17) Total,NG/G wet,,,NLET,B_ChlorinatedAlkanes_MC_Biota
57786,Walleye,Sander,vitreus,40.5,782.9,M,ADS,1,2010-10-01,2010,St. Lawrence River,St. Lawrence River,46.741468,-71.294742,QC,WHA,Total_MCCP,2.06784,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
57786,Walleye,Sander,vitreus,40.5,782.9,M,ADS,1,2010-10-01,2010,St. Lawrence River,St. Lawrence River,46.741468,-71.294742,QC,WHA,Total_SCCP,8.6337,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
57787,Walleye,Sander,vitreus,39.2,650.2,M,ADS,1,2010-10-01,2010,St. Lawrence River,St. Lawrence River,46.741468,-71.294742,QC,WHA,Total_MCCP,3.68302,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
57787,Walleye,Sander,vitreus,39.2,650.2,M,ADS,1,2010-10-01,2010,St. Lawrence River,St. Lawrence River,46.741468,-71.294742,QC,WHA,Total_SCCP,7.05868,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
57788,Walleye,Sander,vitreus,46,1009,M,ADS,1,2010-10-01,2010,St. Lawrence River,St. Lawrence River,46.741468,-71.294742,QC,WHA,Total_MCCP,3.62195,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
57788,Walleye,Sander,vitreus,46,1009,M,ADS,1,2010-10-01,2010,St. Lawrence River,St. Lawrence River,46.741468,-71.294742,QC,WHA,Total_SCCP,4.38513,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
57789,Walleye,Sander,vitreus,37,579.4,M,ADS,1,2010-10-01,2010,St. Lawrence River,St. Lawrence River,46.741468,-71.294742,QC,WHA,Total_MCCP,9.68711,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
57789,Walleye,Sander,vitreus,37,579.4,M,ADS,1,2010-10-01,2010,St. Lawrence River,St. Lawrence River,46.741468,-71.294742,QC,WHA,Total_SCCP,7.986,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
57790,Walleye,Sander,vitreus,38.5,590.5,M,ADS,1,2010-10-01,2010,St. Lawrence River,St. Lawrence River,46.741468,-71.294742,QC,WHA,Total_MCCP,20.84537,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
57790,Walleye,Sander,vitreus,38.5,590.5,M,ADS,1,2010-10-01,2010,St. Lawrence River,St. Lawrence River,46.741468,-71.294742,QC,WHA,Total_SCCP,6.50234,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
57791,Walleye,Sander,vitreus,36,422.7,UNK,IMM,1,2010-10-01,2010,St. Lawrence River,St. Lawrence River,46.741468,-71.294742,QC,WHA,Total_MCCP,11.42237,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
57791,Walleye,Sander,vitreus,36,422.7,UNK,IMM,1,2010-10-01,2010,St. Lawrence River,St. Lawrence River,46.741468,-71.294742,QC,WHA,Total_SCCP,10.26904,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
57795,Walleye,Sander,vitreus,37,504,M,ADS,1,2010-10-01,2010,St. Lawrence River,St. Lawrence River,46.741468,-71.294742,QC,WHA,Total_MCCP,2.70192,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
57795,Walleye,Sander,vitreus,37,504,M,ADS,1,2010-10-01,2010,St. Lawrence River,St. Lawrence River,46.741468,-71.294742,QC,WHA,Total_SCCP,2.70716,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
57797,Walleye,Sander,vitreus,30.5,258,UNK,IMM,2,2010-10-01,2010,St. Lawrence River,St. Lawrence River,46.741468,-71.294742,QC,WHA,Total_MCCP,2.85411,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
57797,Walleye,Sander,vitreus,30.5,258,UNK,IMM,2,2010-10-01,2010,St. Lawrence River,St. Lawrence River,46.741468,-71.294742,QC,WHA,Total_SCCP,6.7734,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
57798,Walleye,Sander,vitreus,29,275.5,UNK,IMM,2,2010-10-01,2010,St. Lawrence River,St. Lawrence River,46.741468,-71.294742,QC,WHA,Total_MCCP,3.50551,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
57798,Walleye,Sander,vitreus,29,275.5,UNK,IMM,2,2010-10-01,2010,St. Lawrence River,St. Lawrence River,46.741468,-71.294742,QC,WHA,Total_SCCP,3.71552,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
59001,Walleye,Sander,vitreus,41.4,571,M,ADS,1,2011-10-26,2011,Columbia River,Columbia River,49.084222,-117.629671,BC,WHA,Total_MCCP,2.47967,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
59001,Walleye,Sander,vitreus,41.4,571,M,ADS,1,2011-10-26,2011,Columbia River,Columbia River,49.084222,-117.629671,BC,WHA,Total_SCCP,1.4554,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
59002,Walleye,Sander,vitreus,31.8,273,IMM,ADS,1,2011-10-26,2011,Columbia River,Columbia River,49.084222,-117.629671,BC,WHA,Total_MCCP,1.24872,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
59002,Walleye,Sander,vitreus,31.8,273,IMM,ADS,1,2011-10-26,2011,Columbia River,Columbia River,49.084222,-117.629671,BC,WHA,Total_SCCP,0.44954,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
59003,Walleye,Sander,vitreus,34,358,M,ADS,1,2011-10-26,2011,Columbia River,Columbia River,49.084222,-117.629671,BC,WHA,Total_SCCP,0.89733,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
59004,Walleye,Sander,vitreus,34,387,M,ADS,1,2011-10-26,2011,Columbia River,Columbia River,49.084222,-117.629671,BC,WHA,Total_MCCP,0.62893,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
59004,Walleye,Sander,vitreus,34,387,M,ADS,1,2011-10-26,2011,Columbia River,Columbia River,49.084222,-117.629671,BC,WHA,Total_SCCP,7.36577,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
59005,Walleye,Sander,vitreus,37.7,531,IMM,ADS,1,2011-10-26,2011,Columbia River,Columbia River,49.084222,-117.629671,BC,WHA,Total_MCCP,2.27814,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
59006,Walleye,Sander,vitreus,40.8,652,M,ADS,1,2011-10-26,2011,Columbia River,Columbia River,49.084222,-117.629671,BC,WHA,Total_MCCP,1.60352,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
59006,Walleye,Sander,vitreus,40.8,652,M,ADS,1,2011-10-26,2011,Columbia River,Columbia River,49.084222,-117.629671,BC,WHA,Total_SCCP,4.84085,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
59007,Walleye,Sander,vitreus,31.3,300,IMM,ADS,1,2011-10-26,2011,Columbia River,Columbia River,49.084222,-117.629671,BC,WHA,Total_MCCP,2.94965,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
59007,Walleye,Sander,vitreus,31.3,300,IMM,ADS,1,2011-10-26,2011,Columbia River,Columbia River,49.084222,-117.629671,BC,WHA,Total_SCCP,12.96922,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
59008,Walleye,Sander,vitreus,31.2,270,IMM,ADS,1,2011-10-26,2011,Columbia River,Columbia River,49.084222,-117.629671,BC,WHA,Total_MCCP,1.45128,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
59008,Walleye,Sander,vitreus,31.2,270,IMM,ADS,1,2011-10-26,2011,Columbia River,Columbia River,49.084222,-117.629671,BC,WHA,Total_SCCP,10.04813,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
59009,Walleye,Sander,vitreus,28.3,199,IMM,ADS,1,2011-10-26,2011,Columbia River,Columbia River,49.084222,-117.629671,BC,WHA,Total_MCCP,0.76921,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
59009,Walleye,Sander,vitreus,28.3,199,IMM,ADS,1,2011-10-26,2011,Columbia River,Columbia River,49.084222,-117.629671,BC,WHA,Total_SCCP,3.77221,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
59010,Walleye,Sander,vitreus,32.8,300,M,ADS,1,2011-10-26,2011,Columbia River,Columbia River,49.084222,-117.629671,BC,WHA,Total_MCCP,1.25487,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
59010,Walleye,Sander,vitreus,32.8,300,M,ADS,1,2011-10-26,2011,Columbia River,Columbia River,49.084222,-117.629671,BC,WHA,Total_SCCP,3.88009,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
60090,Walleye,Sander,vitreus,43.5,907,F,ADS,1,2013-07-01,2013,Lake Winnipeg,Lake Winnipeg North Basin,53.2758,-99.1116,MB,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane",213,,1,2018-05-11,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
60090,Walleye,Sander,vitreus,43.5,907,F,ADS,1,2013-07-01,2013,Lake Winnipeg,Lake Winnipeg North Basin,53.2758,-99.1116,MB,WHA,"Chlorinated Alkanes, SC (C10-C13), Total",5.93,,1,2018-05-11,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5,,NLET,B_ChlorinatedAlkanes_ISO
60091,Walleye,Sander,vitreus,53,1517.7,F,ADS,1,2013-07-01,2013,Lake Winnipeg,Lake Winnipeg North Basin,53.2758,-99.1116,MB,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane",118,,1,2018-05-25,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
60091,Walleye,Sander,vitreus,53,1517.7,F,ADS,1,2013-07-01,2013,Lake Winnipeg,Lake Winnipeg North Basin,53.2758,-99.1116,MB,WHA,"Chlorinated Alkanes, SC (C10-C13), Total",5,BDL,1,2018-05-25,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5,,NLET,B_ChlorinatedAlkanes_ISO
60093,Walleye,Sander,vitreus,53,1807.7,F,ADS,1,2013-07-01,2013,Lake Winnipeg,Lake Winnipeg North Basin,53.2758,-99.1116,MB,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane",94.7,,1,2018-02-09,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
60093,Walleye,Sander,vitreus,53,1807.7,F,ADS,1,2013-07-01,2013,Lake Winnipeg,Lake Winnipeg North Basin,53.2758,-99.1116,MB,WHA,"Chlorinated Alkanes, SC (C10-C13), Total",5,BDL,1,2018-02-09,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5,,NLET,B_ChlorinatedAlkanes_ISO
60094,Walleye,Sander,vitreus,43,822,F,ADS,1,2013-07-01,2013,Lake Winnipeg,Lake Winnipeg North Basin,53.2758,-99.1116,MB,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane",84.8,,1,2018-02-09,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
60094,Walleye,Sander,vitreus,43,822,F,ADS,1,2013-07-01,2013,Lake Winnipeg,Lake Winnipeg North Basin,53.2758,-99.1116,MB,WHA,"Chlorinated Alkanes, SC (C10-C13), Total",5,BDL,1,2018-02-09,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5,,NLET,B_ChlorinatedAlkanes_ISO
60095,Walleye,Sander,vitreus,49,1282,F,ADS,1,2013-07-01,2013,Lake Winnipeg,Lake Winnipeg North Basin,53.2758,-99.1116,MB,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane",87.7,,1,2018-05-25,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
60095,Walleye,Sander,vitreus,49,1282,F,ADS,1,2013-07-01,2013,Lake Winnipeg,Lake Winnipeg North Basin,53.2758,-99.1116,MB,WHA,"Chlorinated Alkanes, SC (C10-C13), Total",5,BDL,1,2018-05-25,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5,,NLET,B_ChlorinatedAlkanes_ISO
60096,Walleye,Sander,vitreus,42,844.2,F,ADS,1,2013-07-01,2013,Lake Winnipeg,Lake Winnipeg North Basin,53.2758,-99.1116,MB,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane",118,,1,2018-05-25,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
60096,Walleye,Sander,vitreus,42,844.2,F,ADS,1,2013-07-01,2013,Lake Winnipeg,Lake Winnipeg North Basin,53.2758,-99.1116,MB,WHA,"Chlorinated Alkanes, SC (C10-C13), Total",5,BDL,1,2018-05-25,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5,,NLET,B_ChlorinatedAlkanes_ISO
60097,Walleye,Sander,vitreus,49.5,1450,F,ADS,1,2013-07-01,2013,Lake Winnipeg,Lake Winnipeg North Basin,53.2758,-99.1116,MB,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane",102,,1,2018-05-25,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
60097,Walleye,Sander,vitreus,49.5,1450,F,ADS,1,2013-07-01,2013,Lake Winnipeg,Lake Winnipeg North Basin,53.2758,-99.1116,MB,WHA,"Chlorinated Alkanes, SC (C10-C13), Total",5,BDL,1,2018-05-25,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5,,NLET,B_ChlorinatedAlkanes_ISO
60290,Walleye,Sander,vitreus,53.5,1482,F,ADS,1,2013-10-03,2013,Lake Diefenbaker,Lake Diefenbaker,50.655468,-107.959385,SK,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",79,,1,2018-09-13,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
60290,Walleye,Sander,vitreus,53.5,1482,F,ADS,1,2013-10-03,2013,Lake Diefenbaker,Lake Diefenbaker,50.655468,-107.959385,SK,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",5,BDL,1,2018-09-13,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5,,NLET,B_ChlorinatedAlkanes_ISO
60291,Walleye,Sander,vitreus,49,1268,M,ADS,1,2013-10-03,2013,Lake Diefenbaker,Lake Diefenbaker,50.655468,-107.959385,SK,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",75.8,,1,2018-09-13,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
60291,Walleye,Sander,vitreus,49,1268,M,ADS,1,2013-10-03,2013,Lake Diefenbaker,Lake Diefenbaker,50.655468,-107.959385,SK,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",5,BDL,1,2018-09-13,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5,,NLET,B_ChlorinatedAlkanes_ISO
60292,Walleye,Sander,vitreus,47,1100,F,ADS,1,2013-10-03,2013,Lake Diefenbaker,Lake Diefenbaker,50.655468,-107.959385,SK,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",143,,1,2018-09-13,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
60292,Walleye,Sander,vitreus,47,1100,F,ADS,1,2013-10-03,2013,Lake Diefenbaker,Lake Diefenbaker,50.655468,-107.959385,SK,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",32.3,,1,2018-09-13,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5,,NLET,B_ChlorinatedAlkanes_ISO
60293,Walleye,Sander,vitreus,39.8,651,M,ADS,1,2013-10-03,2013,Lake Diefenbaker,Lake Diefenbaker,50.655468,-107.959385,SK,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane",94,,1,2018-03-13,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
60293,Walleye,Sander,vitreus,39.8,651,M,ADS,1,2013-10-03,2013,Lake Diefenbaker,Lake Diefenbaker,50.655468,-107.959385,SK,WHA,"Chlorinated Alkanes, SC (C10-C13), Total",5,BDL,1,2018-03-13,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5,,NLET,B_ChlorinatedAlkanes_ISO
60294,Walleye,Sander,vitreus,66.5,3742,F,ADS,1,2013-10-03,2013,Lake Diefenbaker,Lake Diefenbaker,50.655468,-107.959385,SK,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane",103,,1,2018-03-13,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
60294,Walleye,Sander,vitreus,66.5,3742,F,ADS,1,2013-10-03,2013,Lake Diefenbaker,Lake Diefenbaker,50.655468,-107.959385,SK,WHA,"Chlorinated Alkanes, SC (C10-C13), Total",5,BDL,1,2018-03-13,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5,,NLET,B_ChlorinatedAlkanes_ISO
60295,Walleye,Sander,vitreus,67,3829.5,F,ADS,1,2013-10-03,2013,Lake Diefenbaker,Lake Diefenbaker,50.655468,-107.959385,SK,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",138,,1,2018-09-13,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
60295,Walleye,Sander,vitreus,67,3829.5,F,ADS,1,2013-10-03,2013,Lake Diefenbaker,Lake Diefenbaker,50.655468,-107.959385,SK,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",5,BDL,1,2018-09-13,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5,,NLET,B_ChlorinatedAlkanes_ISO
60296,Walleye,Sander,vitreus,54.5,1741.5,F,ADS,1,2013-10-03,2013,Lake Diefenbaker,Lake Diefenbaker,50.655468,-107.959385,SK,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",105,,1,2018-09-13,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
60296,Walleye,Sander,vitreus,54.5,1741.5,F,ADS,1,2013-10-03,2013,Lake Diefenbaker,Lake Diefenbaker,50.655468,-107.959385,SK,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",5,BDL,1,2018-09-13,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5,,NLET,B_ChlorinatedAlkanes_ISO
60297,Walleye,Sander,vitreus,47,1078,M,ADS,1,2013-10-03,2013,Lake Diefenbaker,Lake Diefenbaker,50.655468,-107.959385,SK,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",143,,1,2018-09-13,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
60297,Walleye,Sander,vitreus,47,1078,M,ADS,1,2013-10-03,2013,Lake Diefenbaker,Lake Diefenbaker,50.655468,-107.959385,SK,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",5,BDL,1,2018-09-13,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5,,NLET,B_ChlorinatedAlkanes_ISO
60298,Walleye,Sander,vitreus,43,697,M,ADS,1,2013-10-03,2013,Lake Diefenbaker,Lake Diefenbaker,50.655468,-107.959385,SK,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane      ",102,,1,2018-09-13,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
60298,Walleye,Sander,vitreus,43,697,M,ADS,1,2013-10-03,2013,Lake Diefenbaker,Lake Diefenbaker,50.655468,-107.959385,SK,WHA,"Chlorinated Alkanes, SC (C10-C13), Total ",5,BDL,1,2018-09-13,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5,,NLET,B_ChlorinatedAlkanes_ISO
