,CSP_No,Common_Name,Genus,Species,Total Length (cm),Total Weight (g),Sex_Code,Maturity_Code,Composite_Count,Collection_Date,Collection_Year,Waterbody,Station_Name,Basin/Site,Latitude,Longitude,Province/State,Tissue_Code,Parameter_Code,Value,Value_Flag,Rep,Measurement_Date,Parameter_Group,Master_Parameter_Name,Parameter_name,Unit_Code,LOD,MDL - typical,Laboratory,Method_Code
10,17776,Rainbow Smelt,Osmerus,mordax,11.0,6.7,,,15.0,2001-06-14,2001,Lake Huron,"Lake Huron, Goderich, Ontario",Southern Basin L Huron,43.75,-81.83333,ON,WHA,DLD,0.005,BDL,1,,Organochlorine,Dieldrin,Dieldrin,UG/G,,0.005,UofG,UofG method TOPS-135
11,17776,Rainbow Smelt,Osmerus,mordax,11.0,6.7,,,15.0,2001-06-14,2001,Lake Huron,"Lake Huron, Goderich, Ontario",Southern Basin L Huron,43.75,-81.83333,ON,WHA,HEP,0.005,BDL,1,,Organochlorine,Heptachlor epoxide,Heptachlor epoxide,UG/G,,0.005,UofG,UofG method TOPS-135
12,17776,Rainbow Smelt,Osmerus,mordax,11.0,6.7,,,15.0,2001-06-14,2001,Lake Huron,"Lake Huron, Goderich, Ontario",Southern Basin L Huron,43.75,-81.83333,ON,WHA,HCB,0.005,BDL,1,,Organochlorine,Hexachlorobenzene (HCB),Hexachlorobenzene,UG/G,,0.005,UofG,UofG method TOPS-135
13,17776,Rainbow Smelt,Osmerus,mordax,11.0,6.7,,,15.0,2001-06-14,2001,Lake Huron,"Lake Huron, Goderich, Ontario",Southern Basin L Huron,43.75,-81.83333,ON,WHA,MIR,0.005,BDL,1,,Organochlorine,Mirex,Mirex,UG/G,,0.005,UofG,UofG method TOPS-135
14,17776,Rainbow Smelt,Osmerus,mordax,11.0,6.7,,,15.0,2001-06-14,2001,Lake Huron,"Lake Huron, Goderich, Ontario",Southern Basin L Huron,43.75,-81.83333,ON,WHA,PCB,0.05,BDL,1,,Organochlorine,PCBs (as Arochlor 1254) Total,Total PCBs (as Arochlor 1254),UG/G,,0.05,UofG,UofG method TOPS-135
15,17776,Rainbow Smelt,Osmerus,mordax,11.0,6.7,,,15.0,2001-06-14,2001,Lake Huron,"Lake Huron, Goderich, Ontario",Southern Basin L Huron,43.75,-81.83333,ON,WHA,DDD,0.005,BDL,1,,Organochlorine,p-p'-DDD,p-p'-DDD,UG/G,,0.005,UofG,UofG method TOPS-135
16,17776,Rainbow Smelt,Osmerus,mordax,11.0,6.7,,,15.0,2001-06-14,2001,Lake Huron,"Lake Huron, Goderich, Ontario",Southern Basin L Huron,43.75,-81.83333,ON,WHA,DDE,0.014,,1,,Organochlorine,p-p'-DDE,ppDDE,UG/G,,0.005,UofG,UofG method TOPS-135
17,17776,Rainbow Smelt,Osmerus,mordax,11.0,6.7,,,15.0,2001-06-14,2001,Lake Huron,"Lake Huron, Goderich, Ontario",Southern Basin L Huron,43.75,-81.83333,ON,WHA,DDT,0.005,BDL,1,,Organochlorine,p-p'-DDT,ppDDT,UG/G,,0.005,UofG,UofG method TOPS-135
18,17777,Rainbow Smelt,Osmerus,mordax,11.5,7.1,,,15.0,2001-06-14,2001,Lake Huron,"Lake Huron, Goderich, Ontario",Southern Basin L Huron,43.75,-81.83333,ON,WHA,CLD,0.005,,1,,Organochlorine,Chlordane (alpha+gamma),Chlordane (alpha+gamma),UG/G,,,UofG,UofG method TOPS-135
19,17777,Rainbow Smelt,Osmerus,mordax,11.5,7.1,,,15.0,2001-06-14,2001,Lake Huron,"Lake Huron, Goderich, Ontario",Southern Basin L Huron,43.75,-81.83333,ON,WHA,DLD,0.005,BDL,1,,Organochlorine,Dieldrin,Dieldrin,UG/G,,0.005,UofG,UofG method TOPS-135
20,17777,Rainbow Smelt,Osmerus,mordax,11.5,7.1,,,15.0,2001-06-14,2001,Lake Huron,"Lake Huron, Goderich, Ontario",Southern Basin L Huron,43.75,-81.83333,ON,WHA,HEP,0.005,BDL,1,,Organochlorine,Heptachlor epoxide,Heptachlor epoxide,UG/G,,0.005,UofG,UofG method TOPS-135
21,17777,Rainbow Smelt,Osmerus,mordax,11.5,7.1,,,15.0,2001-06-14,2001,Lake Huron,"Lake Huron, Goderich, Ontario",Southern Basin L Huron,43.75,-81.83333,ON,WHA,HCB,0.005,BDL,1,,Organochlorine,Hexachlorobenzene (HCB),Hexachlorobenzene,UG/G,,0.005,UofG,UofG method TOPS-135
22,17777,Rainbow Smelt,Osmerus,mordax,11.5,7.1,,,15.0,2001-06-14,2001,Lake Huron,"Lake Huron, Goderich, Ontario",Southern Basin L Huron,43.75,-81.83333,ON,WHA,MIR,0.005,BDL,1,,Organochlorine,Mirex,Mirex,UG/G,,0.005,UofG,UofG method TOPS-135
23,17777,Rainbow Smelt,Osmerus,mordax,11.5,7.1,,,15.0,2001-06-14,2001,Lake Huron,"Lake Huron, Goderich, Ontario",Southern Basin L Huron,43.75,-81.83333,ON,WHA,PCB,0.05,BDL,1,,Organochlorine,PCBs (as Arochlor 1254) Total,Total PCBs (as Arochlor 1254),UG/G,,0.05,UofG,UofG method TOPS-135
24,17777,Rainbow Smelt,Osmerus,mordax,11.5,7.1,,,15.0,2001-06-14,2001,Lake Huron,"Lake Huron, Goderich, Ontario",Southern Basin L Huron,43.75,-81.83333,ON,WHA,DDD,0.005,BDL,1,,Organochlorine,p-p'-DDD,p-p'-DDD,UG/G,,0.005,UofG,UofG method TOPS-135
25,17777,Rainbow Smelt,Osmerus,mordax,11.5,7.1,,,15.0,2001-06-14,2001,Lake Huron,"Lake Huron, Goderich, Ontario",Southern Basin L Huron,43.75,-81.83333,ON,WHA,DDE,0.014,,1,,Organochlorine,p-p'-DDE,ppDDE,UG/G,,0.005,UofG,UofG method TOPS-135
26,17777,Rainbow Smelt,Osmerus,mordax,11.5,7.1,,,15.0,2001-06-14,2001,Lake Huron,"Lake Huron, Goderich, Ontario",Southern Basin L Huron,43.75,-81.83333,ON,WHA,DDT,0.005,BDL,1,,Organochlorine,p-p'-DDT,ppDDT,UG/G,,0.005,UofG,UofG method TOPS-135
27,17778,Rainbow Smelt,Osmerus,mordax,11.2,5.8,,,20.0,2001-06-14,2001,Lake Huron,"Lake Huron, Goderich, Ontario",Southern Basin L Huron,43.75,-81.83333,ON,WHA,CLD,0.005,,1,,Organochlorine,Chlordane (alpha+gamma),Chlordane (alpha+gamma),UG/G,,,UofG,UofG method TOPS-135
28,17778,Rainbow Smelt,Osmerus,mordax,11.2,5.8,,,20.0,2001-06-14,2001,Lake Huron,"Lake Huron, Goderich, Ontario",Southern Basin L Huron,43.75,-81.83333,ON,WHA,DLD,0.005,BDL,1,,Organochlorine,Dieldrin,Dieldrin,UG/G,,0.005,UofG,UofG method TOPS-135
29,17778,Rainbow Smelt,Osmerus,mordax,11.2,5.8,,,20.0,2001-06-14,2001,Lake Huron,"Lake Huron, Goderich, Ontario",Southern Basin L Huron,43.75,-81.83333,ON,WHA,HEP,0.005,BDL,1,,Organochlorine,Heptachlor epoxide,Heptachlor epoxide,UG/G,,0.005,UofG,UofG method TOPS-135
30,17778,Rainbow Smelt,Osmerus,mordax,11.2,5.8,,,20.0,2001-06-14,2001,Lake Huron,"Lake Huron, Goderich, Ontario",Southern Basin L Huron,43.75,-81.83333,ON,WHA,HCB,0.005,BDL,1,,Organochlorine,Hexachlorobenzene (HCB),Hexachlorobenzene,UG/G,,0.005,UofG,UofG method TOPS-135
31,17778,Rainbow Smelt,Osmerus,mordax,11.2,5.8,,,20.0,2001-06-14,2001,Lake Huron,"Lake Huron, Goderich, Ontario",Southern Basin L Huron,43.75,-81.83333,ON,WHA,MIR,0.005,BDL,1,,Organochlorine,Mirex,Mirex,UG/G,,0.005,UofG,UofG method TOPS-135
32,17778,Rainbow Smelt,Osmerus,mordax,11.2,5.8,,,20.0,2001-06-14,2001,Lake Huron,"Lake Huron, Goderich, Ontario",Southern Basin L Huron,43.75,-81.83333,ON,WHA,PCB,0.1,BQL,1,,Organochlorine,PCBs (as Arochlor 1254) Total,Total PCBs (as Arochlor 1254),UG/G,,0.05,UofG,UofG method TOPS-135
33,17778,Rainbow Smelt,Osmerus,mordax,11.2,5.8,,,20.0,2001-06-14,2001,Lake Huron,"Lake Huron, Goderich, Ontario",Southern Basin L Huron,43.75,-81.83333,ON,WHA,DDD,0.005,BDL,1,,Organochlorine,p-p'-DDD,p-p'-DDD,UG/G,,0.005,UofG,UofG method TOPS-135
34,17778,Rainbow Smelt,Osmerus,mordax,11.2,5.8,,,20.0,2001-06-14,2001,Lake Huron,"Lake Huron, Goderich, Ontario",Southern Basin L Huron,43.75,-81.83333,ON,WHA,DDE,0.017,,1,,Organochlorine,p-p'-DDE,ppDDE,UG/G,,0.005,UofG,UofG method TOPS-135
35,17778,Rainbow Smelt,Osmerus,mordax,11.2,5.8,,,20.0,2001-06-14,2001,Lake Huron,"Lake Huron, Goderich, Ontario",Southern Basin L Huron,43.75,-81.83333,ON,WHA,DDT,0.005,BDL,1,,Organochlorine,p-p'-DDT,ppDDT,UG/G,,0.005,UofG,UofG method TOPS-135
36,17779,Rainbow Smelt,Osmerus,mordax,8.0,2.0,,,55.0,2001-06-14,2001,Lake Huron,"Lake Huron, Goderich, Ontario",Southern Basin L Huron,43.75,-81.83333,ON,WHA,CLD,0.005,,1,,Organochlorine,Chlordane (alpha+gamma),Chlordane (alpha+gamma),UG/G,,,UofG,UofG method TOPS-135
37,17779,Rainbow Smelt,Osmerus,mordax,8.0,2.0,,,55.0,2001-06-14,2001,Lake Huron,"Lake Huron, Goderich, Ontario",Southern Basin L Huron,43.75,-81.83333,ON,WHA,DLD,0.005,BDL,1,,Organochlorine,Dieldrin,Dieldrin,UG/G,,0.005,UofG,UofG method TOPS-135
38,17779,Rainbow Smelt,Osmerus,mordax,8.0,2.0,,,55.0,2001-06-14,2001,Lake Huron,"Lake Huron, Goderich, Ontario",Southern Basin L Huron,43.75,-81.83333,ON,WHA,HEP,0.005,BDL,1,,Organochlorine,Heptachlor epoxide,Heptachlor epoxide,UG/G,,0.005,UofG,UofG method TOPS-135
39,17779,Rainbow Smelt,Osmerus,mordax,8.0,2.0,,,55.0,2001-06-14,2001,Lake Huron,"Lake Huron, Goderich, Ontario",Southern Basin L Huron,43.75,-81.83333,ON,WHA,HCB,0.005,BDL,1,,Organochlorine,Hexachlorobenzene (HCB),Hexachlorobenzene,UG/G,,0.005,UofG,UofG method TOPS-135
40,17779,Rainbow Smelt,Osmerus,mordax,8.0,2.0,,,55.0,2001-06-14,2001,Lake Huron,"Lake Huron, Goderich, Ontario",Southern Basin L Huron,43.75,-81.83333,ON,WHA,MIR,0.005,BDL,1,,Organochlorine,Mirex,Mirex,UG/G,,0.005,UofG,UofG method TOPS-135
41,17779,Rainbow Smelt,Osmerus,mordax,8.0,2.0,,,55.0,2001-06-14,2001,Lake Huron,"Lake Huron, Goderich, Ontario",Southern Basin L Huron,43.75,-81.83333,ON,WHA,PCB,0.1,BQL,1,,Organochlorine,PCBs (as Arochlor 1254) Total,Total PCBs (as Arochlor 1254),UG/G,,0.05,UofG,UofG method TOPS-135
42,17779,Rainbow Smelt,Osmerus,mordax,8.0,2.0,,,55.0,2001-06-14,2001,Lake Huron,"Lake Huron, Goderich, Ontario",Southern Basin L Huron,43.75,-81.83333,ON,WHA,DDD,0.005,BDL,1,,Organochlorine,p-p'-DDD,p-p'-DDD,UG/G,,0.005,UofG,UofG method TOPS-135
43,17779,Rainbow Smelt,Osmerus,mordax,8.0,2.0,,,55.0,2001-06-14,2001,Lake Huron,"Lake Huron, Goderich, Ontario",Southern Basin L Huron,43.75,-81.83333,ON,WHA,DDE,0.016,,1,,Organochlorine,p-p'-DDE,ppDDE,UG/G,,0.005,UofG,UofG method TOPS-135
44,17779,Rainbow Smelt,Osmerus,mordax,8.0,2.0,,,55.0,2001-06-14,2001,Lake Huron,"Lake Huron, Goderich, Ontario",Southern Basin L Huron,43.75,-81.83333,ON,WHA,DDT,0.005,BDL,1,,Organochlorine,p-p'-DDT,ppDDT,UG/G,,0.005,UofG,UofG method TOPS-135
45,17780,Alewife,Alosa,pseudoharengus,13.0,16.3,,,10.0,2001-06-14,2001,Lake Huron,"Lake Huron, Goderich, Ontario",Southern Basin L Huron,43.75,-81.83333,ON,WHA,CLD,0.005,,1,,Organochlorine,Chlordane (alpha+gamma),Chlordane (alpha+gamma),UG/G,,,UofG,UofG method TOPS-135
46,17780,Alewife,Alosa,pseudoharengus,13.0,16.3,,,10.0,2001-06-14,2001,Lake Huron,"Lake Huron, Goderich, Ontario",Southern Basin L Huron,43.75,-81.83333,ON,WHA,DLD,0.005,BDL,1,,Organochlorine,Dieldrin,Dieldrin,UG/G,,0.005,UofG,UofG method TOPS-135
47,17780,Alewife,Alosa,pseudoharengus,13.0,16.3,,,10.0,2001-06-14,2001,Lake Huron,"Lake Huron, Goderich, Ontario",Southern Basin L Huron,43.75,-81.83333,ON,WHA,HEP,0.005,BDL,1,,Organochlorine,Heptachlor epoxide,Heptachlor epoxide,UG/G,,0.005,UofG,UofG method TOPS-135
48,17780,Alewife,Alosa,pseudoharengus,13.0,16.3,,,10.0,2001-06-14,2001,Lake Huron,"Lake Huron, Goderich, Ontario",Southern Basin L Huron,43.75,-81.83333,ON,WHA,HCB,0.005,BDL,1,,Organochlorine,Hexachlorobenzene (HCB),Hexachlorobenzene,UG/G,,0.005,UofG,UofG method TOPS-135
49,17780,Alewife,Alosa,pseudoharengus,13.0,16.3,,,10.0,2001-06-14,2001,Lake Huron,"Lake Huron, Goderich, Ontario",Southern Basin L Huron,43.75,-81.83333,ON,WHA,MIR,0.005,BDL,1,,Organochlorine,Mirex,Mirex,UG/G,,0.005,UofG,UofG method TOPS-135
50,17780,Alewife,Alosa,pseudoharengus,13.0,16.3,,,10.0,2001-06-14,2001,Lake Huron,"Lake Huron, Goderich, Ontario",Southern Basin L Huron,43.75,-81.83333,ON,WHA,PCB,0.11,,1,,Organochlorine,PCBs (as Arochlor 1254) Total,Total PCBs (as Arochlor 1254),UG/G,,0.05,UofG,UofG method TOPS-135
51,17780,Alewife,Alosa,pseudoharengus,13.0,16.3,,,10.0,2001-06-14,2001,Lake Huron,"Lake Huron, Goderich, Ontario",Southern Basin L Huron,43.75,-81.83333,ON,WHA,DDD,0.005,BDL,1,,Organochlorine,p-p'-DDD,p-p'-DDD,UG/G,,0.005,UofG,UofG method TOPS-135
52,17780,Alewife,Alosa,pseudoharengus,13.0,16.3,,,10.0,2001-06-14,2001,Lake Huron,"Lake Huron, Goderich, Ontario",Southern Basin L Huron,43.75,-81.83333,ON,WHA,DDE,0.03,,1,,Organochlorine,p-p'-DDE,ppDDE,UG/G,,0.005,UofG,UofG method TOPS-135
53,17780,Alewife,Alosa,pseudoharengus,13.0,16.3,,,10.0,2001-06-14,2001,Lake Huron,"Lake Huron, Goderich, Ontario",Southern Basin L Huron,43.75,-81.83333,ON,WHA,DDT,0.005,BDL,1,,Organochlorine,p-p'-DDT,ppDDT,UG/G,,0.005,UofG,UofG method TOPS-135
54,17781,Alewife,Alosa,pseudoharengus,15.0,25.0,,,5.0,2001-06-14,2001,Lake Huron,"Lake Huron, Goderich, Ontario",Southern Basin L Huron,43.75,-81.83333,ON,WHA,CLD,0.005,,1,,Organochlorine,Chlordane (alpha+gamma),Chlordane (alpha+gamma),UG/G,,,UofG,UofG method TOPS-135
55,17781,Alewife,Alosa,pseudoharengus,15.0,25.0,,,5.0,2001-06-14,2001,Lake Huron,"Lake Huron, Goderich, Ontario",Southern Basin L Huron,43.75,-81.83333,ON,WHA,DLD,0.01,BQL,1,,Organochlorine,Dieldrin,Dieldrin,UG/G,,0.005,UofG,UofG method TOPS-135
56,17781,Alewife,Alosa,pseudoharengus,15.0,25.0,,,5.0,2001-06-14,2001,Lake Huron,"Lake Huron, Goderich, Ontario",Southern Basin L Huron,43.75,-81.83333,ON,WHA,HEP,0.005,BDL,1,,Organochlorine,Heptachlor epoxide,Heptachlor epoxide,UG/G,,0.005,UofG,UofG method TOPS-135
57,17781,Alewife,Alosa,pseudoharengus,15.0,25.0,,,5.0,2001-06-14,2001,Lake Huron,"Lake Huron, Goderich, Ontario",Southern Basin L Huron,43.75,-81.83333,ON,WHA,HCB,0.005,BDL,1,,Organochlorine,Hexachlorobenzene (HCB),Hexachlorobenzene,UG/G,,0.005,UofG,UofG method TOPS-135
58,17781,Alewife,Alosa,pseudoharengus,15.0,25.0,,,5.0,2001-06-14,2001,Lake Huron,"Lake Huron, Goderich, Ontario",Southern Basin L Huron,43.75,-81.83333,ON,WHA,MIR,0.005,BDL,1,,Organochlorine,Mirex,Mirex,UG/G,,0.005,UofG,UofG method TOPS-135
59,17781,Alewife,Alosa,pseudoharengus,15.0,25.0,,,5.0,2001-06-14,2001,Lake Huron,"Lake Huron, Goderich, Ontario",Southern Basin L Huron,43.75,-81.83333,ON,WHA,PCB,0.1,BQL,1,,Organochlorine,PCBs (as Arochlor 1254) Total,Total PCBs (as Arochlor 1254),UG/G,,0.05,UofG,UofG method TOPS-135
60,17781,Alewife,Alosa,pseudoharengus,15.0,25.0,,,5.0,2001-06-14,2001,Lake Huron,"Lake Huron, Goderich, Ontario",Southern Basin L Huron,43.75,-81.83333,ON,WHA,DDD,0.005,BDL,1,,Organochlorine,p-p'-DDD,p-p'-DDD,UG/G,,0.005,UofG,UofG method TOPS-135
61,17781,Alewife,Alosa,pseudoharengus,15.0,25.0,,,5.0,2001-06-14,2001,Lake Huron,"Lake Huron, Goderich, Ontario",Southern Basin L Huron,43.75,-81.83333,ON,WHA,DDE,0.025,,1,,Organochlorine,p-p'-DDE,ppDDE,UG/G,,0.005,UofG,UofG method TOPS-135
62,17781,Alewife,Alosa,pseudoharengus,15.0,25.0,,,5.0,2001-06-14,2001,Lake Huron,"Lake Huron, Goderich, Ontario",Southern Basin L Huron,43.75,-81.83333,ON,WHA,DDT,0.005,BDL,1,,Organochlorine,p-p'-DDT,ppDDT,UG/G,,0.005,UofG,UofG method TOPS-135
63,17782,Alewife,Alosa,pseudoharengus,11.7,10.4,,,15.0,2001-06-14,2001,Lake Huron,"Lake Huron, Goderich, Ontario",Southern Basin L Huron,43.75,-81.83333,ON,WHA,CLD,0.005,,1,,Organochlorine,Chlordane (alpha+gamma),Chlordane (alpha+gamma),UG/G,,,UofG,UofG method TOPS-135
64,17782,Alewife,Alosa,pseudoharengus,11.7,10.4,,,15.0,2001-06-14,2001,Lake Huron,"Lake Huron, Goderich, Ontario",Southern Basin L Huron,43.75,-81.83333,ON,WHA,DLD,0.005,BDL,1,,Organochlorine,Dieldrin,Dieldrin,UG/G,,0.005,UofG,UofG method TOPS-135
65,17782,Alewife,Alosa,pseudoharengus,11.7,10.4,,,15.0,2001-06-14,2001,Lake Huron,"Lake Huron, Goderich, Ontario",Southern Basin L Huron,43.75,-81.83333,ON,WHA,HEP,0.005,BDL,1,,Organochlorine,Heptachlor epoxide,Heptachlor epoxide,UG/G,,0.005,UofG,UofG method TOPS-135
66,17782,Alewife,Alosa,pseudoharengus,11.7,10.4,,,15.0,2001-06-14,2001,Lake Huron,"Lake Huron, Goderich, Ontario",Southern Basin L Huron,43.75,-81.83333,ON,WHA,HCB,0.005,BDL,1,,Organochlorine,Hexachlorobenzene (HCB),Hexachlorobenzene,UG/G,,0.005,UofG,UofG method TOPS-135
67,17782,Alewife,Alosa,pseudoharengus,11.7,10.4,,,15.0,2001-06-14,2001,Lake Huron,"Lake Huron, Goderich, Ontario",Southern Basin L Huron,43.75,-81.83333,ON,WHA,MIR,0.005,BDL,1,,Organochlorine,Mirex,Mirex,UG/G,,0.005,UofG,UofG method TOPS-135
68,17782,Alewife,Alosa,pseudoharengus,11.7,10.4,,,15.0,2001-06-14,2001,Lake Huron,"Lake Huron, Goderich, Ontario",Southern Basin L Huron,43.75,-81.83333,ON,WHA,PCB,0.12,,1,,Organochlorine,PCBs (as Arochlor 1254) Total,Total PCBs (as Arochlor 1254),UG/G,,0.05,UofG,UofG method TOPS-135
69,17782,Alewife,Alosa,pseudoharengus,11.7,10.4,,,15.0,2001-06-14,2001,Lake Huron,"Lake Huron, Goderich, Ontario",Southern Basin L Huron,43.75,-81.83333,ON,WHA,DDD,0.005,BDL,1,,Organochlorine,p-p'-DDD,p-p'-DDD,UG/G,,0.005,UofG,UofG method TOPS-135
70,17782,Alewife,Alosa,pseudoharengus,11.7,10.4,,,15.0,2001-06-14,2001,Lake Huron,"Lake Huron, Goderich, Ontario",Southern Basin L Huron,43.75,-81.83333,ON,WHA,DDE,0.028,,1,,Organochlorine,p-p'-DDE,ppDDE,UG/G,,0.005,UofG,UofG method TOPS-135
71,17782,Alewife,Alosa,pseudoharengus,11.7,10.4,,,15.0,2001-06-14,2001,Lake Huron,"Lake Huron, Goderich, Ontario",Southern Basin L Huron,43.75,-81.83333,ON,WHA,DDT,0.005,BDL,1,,Organochlorine,p-p'-DDT,ppDDT,UG/G,,0.005,UofG,UofG method TOPS-135
72,17783,Alewife,Alosa,pseudoharengus,16.0,19.0,,,10.0,2001-06-14,2001,Lake Huron,"Lake Huron, Goderich, Ontario",Southern Basin L Huron,43.75,-81.83333,ON,WHA,CLD,0.005,,1,,Organochlorine,Chlordane (alpha+gamma),Chlordane (alpha+gamma),UG/G,,,UofG,UofG method TOPS-135
73,17783,Alewife,Alosa,pseudoharengus,16.0,19.0,,,10.0,2001-06-14,2001,Lake Huron,"Lake Huron, Goderich, Ontario",Southern Basin L Huron,43.75,-81.83333,ON,WHA,DLD,0.01,BQL,1,,Organochlorine,Dieldrin,Dieldrin,UG/G,,0.005,UofG,UofG method TOPS-135
74,17783,Alewife,Alosa,pseudoharengus,16.0,19.0,,,10.0,2001-06-14,2001,Lake Huron,"Lake Huron, Goderich, Ontario",Southern Basin L Huron,43.75,-81.83333,ON,WHA,HEP,0.005,BDL,1,,Organochlorine,Heptachlor epoxide,Heptachlor epoxide,UG/G,,0.005,UofG,UofG method TOPS-135
75,17783,Alewife,Alosa,pseudoharengus,16.0,19.0,,,10.0,2001-06-14,2001,Lake Huron,"Lake Huron, Goderich, Ontario",Southern Basin L Huron,43.75,-81.83333,ON,WHA,HCB,0.005,BDL,1,,Organochlorine,Hexachlorobenzene (HCB),Hexachlorobenzene,UG/G,,0.005,UofG,UofG method TOPS-135
76,17783,Alewife,Alosa,pseudoharengus,16.0,19.0,,,10.0,2001-06-14,2001,Lake Huron,"Lake Huron, Goderich, Ontario",Southern Basin L Huron,43.75,-81.83333,ON,WHA,MIR,0.005,BDL,1,,Organochlorine,Mirex,Mirex,UG/G,,0.005,UofG,UofG method TOPS-135
77,17783,Alewife,Alosa,pseudoharengus,16.0,19.0,,,10.0,2001-06-14,2001,Lake Huron,"Lake Huron, Goderich, Ontario",Southern Basin L Huron,43.75,-81.83333,ON,WHA,PCB,0.12,,1,,Organochlorine,PCBs (as Arochlor 1254) Total,Total PCBs (as Arochlor 1254),UG/G,,0.05,UofG,UofG method TOPS-135
78,17783,Alewife,Alosa,pseudoharengus,16.0,19.0,,,10.0,2001-06-14,2001,Lake Huron,"Lake Huron, Goderich, Ontario",Southern Basin L Huron,43.75,-81.83333,ON,WHA,DDD,0.005,BDL,1,,Organochlorine,p-p'-DDD,p-p'-DDD,UG/G,,0.005,UofG,UofG method TOPS-135
79,17783,Alewife,Alosa,pseudoharengus,16.0,19.0,,,10.0,2001-06-14,2001,Lake Huron,"Lake Huron, Goderich, Ontario",Southern Basin L Huron,43.75,-81.83333,ON,WHA,DDE,0.031,,1,,Organochlorine,p-p'-DDE,ppDDE,UG/G,,0.005,UofG,UofG method TOPS-135
80,17783,Alewife,Alosa,pseudoharengus,16.0,19.0,,,10.0,2001-06-14,2001,Lake Huron,"Lake Huron, Goderich, Ontario",Southern Basin L Huron,43.75,-81.83333,ON,WHA,DDT,0.005,BDL,1,,Organochlorine,p-p'-DDT,ppDDT,UG/G,,0.005,UofG,UofG method TOPS-135
