,CSP_No,Common_Name,Genus,Species,Total Length (cm),Total Weight (g),Sex_Code,Maturity_Code,Composite_Count,Collection_Date,Collection_Year,Waterbody,Station_Name,Basin/Site,Latitude,Longitude,Province/State,Tissue_Code,Parameter_Code,Value,Value_Flag,Rep,Measurement_Date,Parameter_Group,Master_Parameter_Name,Parameter_name,Unit_Code,LOD,MDL - typical,Laboratory,Method_Code
10,17741,Sea Lamprey,Petromyzon,marinus,54.1,421.3,F,ADS,1.0,2000-01-08,2000,Lake Ontario,"Lake Ontario, Eastern Basin, Oswego NY",Eastern Basin L Ontario,43.5,-76.5,ON,WHA,TOX.PAR.26.MSD,0.2,L,1,,Organochlorine,Toxaphene Parlar 26,Toxaphene parlar 26,NG/G wet,0.2,,ULTRA,
11,17744,Sea Lamprey,Petromyzon,marinus,68.2,544.4,M,ADS,1.0,2000-01-08,2000,Lake Ontario,"Lake Ontario, Eastern Basin, Oswego NY",Eastern Basin L Ontario,43.5,-76.5,ON,WHA,TOX.PAR.26.MSD,0.2,L,1,,Organochlorine,Toxaphene Parlar 26,Toxaphene parlar 26,NG/G wet,0.2,,ULTRA,
12,17741,Sea Lamprey,Petromyzon,marinus,54.1,421.3,F,ADS,1.0,2000-01-08,2000,Lake Ontario,"Lake Ontario, Eastern Basin, Oswego NY",Eastern Basin L Ontario,43.5,-76.5,ON,WHA,TOX.PAR.31&32.MSD,0.2,L,1,,Organochlorine,"Toxaphene Parlar 31,32",Toxaphene parlar 31 & 32,NG/G wet,0.2,,ULTRA,
13,17744,Sea Lamprey,Petromyzon,marinus,68.2,544.4,M,ADS,1.0,2000-01-08,2000,Lake Ontario,"Lake Ontario, Eastern Basin, Oswego NY",Eastern Basin L Ontario,43.5,-76.5,ON,WHA,TOX.PAR.31&32.MSD,0.2,L,1,,Organochlorine,"Toxaphene Parlar 31,32",Toxaphene parlar 31 & 32,NG/G wet,0.2,,ULTRA,
14,17741,Sea Lamprey,Petromyzon,marinus,54.1,421.3,F,ADS,1.0,2000-01-08,2000,Lake Ontario,"Lake Ontario, Eastern Basin, Oswego NY",Eastern Basin L Ontario,43.5,-76.5,ON,WHA,TOX.PAR.38.MSD,0.2,L,1,,Organochlorine,Toxaphene Parlar 38,Toxaphene parlar 38,NG/G wet,0.2,,ULTRA,
15,17744,Sea Lamprey,Petromyzon,marinus,68.2,544.4,M,ADS,1.0,2000-01-08,2000,Lake Ontario,"Lake Ontario, Eastern Basin, Oswego NY",Eastern Basin L Ontario,43.5,-76.5,ON,WHA,TOX.PAR.38.MSD,0.2,L,1,,Organochlorine,Toxaphene Parlar 38,Toxaphene parlar 38,NG/G wet,0.2,,ULTRA,
16,17741,Sea Lamprey,Petromyzon,marinus,54.1,421.3,F,ADS,1.0,2000-01-08,2000,Lake Ontario,"Lake Ontario, Eastern Basin, Oswego NY",Eastern Basin L Ontario,43.5,-76.5,ON,WHA,TOX.PAR.39.MSD,0.2,L,1,,Organochlorine,Toxaphene Parlar 39,Toxaphene parlar 39,NG/G wet,0.2,,ULTRA,
17,17744,Sea Lamprey,Petromyzon,marinus,68.2,544.4,M,ADS,1.0,2000-01-08,2000,Lake Ontario,"Lake Ontario, Eastern Basin, Oswego NY",Eastern Basin L Ontario,43.5,-76.5,ON,WHA,TOX.PAR.39.MSD,0.2,L,1,,Organochlorine,Toxaphene Parlar 39,Toxaphene parlar 39,NG/G wet,0.2,,ULTRA,
18,17741,Sea Lamprey,Petromyzon,marinus,54.1,421.3,F,ADS,1.0,2000-01-08,2000,Lake Ontario,"Lake Ontario, Eastern Basin, Oswego NY",Eastern Basin L Ontario,43.5,-76.5,ON,WHA,TOX.PAR.40&41.MSD,0.5348,,1,,Organochlorine,"Toxaphene Parlar 40,41",Toxaphene parlar 40 & 41,NG/G wet,0.2,,ULTRA,
19,17744,Sea Lamprey,Petromyzon,marinus,68.2,544.4,M,ADS,1.0,2000-01-08,2000,Lake Ontario,"Lake Ontario, Eastern Basin, Oswego NY",Eastern Basin L Ontario,43.5,-76.5,ON,WHA,TOX.PAR.40&41.MSD,0.53403,,1,,Organochlorine,"Toxaphene Parlar 40,41",Toxaphene parlar 40 & 41,NG/G wet,0.2,,ULTRA,
20,17741,Sea Lamprey,Petromyzon,marinus,54.1,421.3,F,ADS,1.0,2000-01-08,2000,Lake Ontario,"Lake Ontario, Eastern Basin, Oswego NY",Eastern Basin L Ontario,43.5,-76.5,ON,WHA,TOX.PAR.42.MSD,0.2,L,1,,Organochlorine,Toxaphene Parlar 42,Toxaphene parlar 42,NG/G wet,0.2,,ULTRA,
21,17744,Sea Lamprey,Petromyzon,marinus,68.2,544.4,M,ADS,1.0,2000-01-08,2000,Lake Ontario,"Lake Ontario, Eastern Basin, Oswego NY",Eastern Basin L Ontario,43.5,-76.5,ON,WHA,TOX.PAR.42.MSD,0.2,L,1,,Organochlorine,Toxaphene Parlar 42,Toxaphene parlar 42,NG/G wet,0.2,,ULTRA,
22,17741,Sea Lamprey,Petromyzon,marinus,54.1,421.3,F,ADS,1.0,2000-01-08,2000,Lake Ontario,"Lake Ontario, Eastern Basin, Oswego NY",Eastern Basin L Ontario,43.5,-76.5,ON,WHA,TOX.PAR.44.MSD,2.28777,,1,,Organochlorine,Toxaphene Parlar 44,Toxaphene parlar 44,NG/G wet,0.2,,ULTRA,
23,17744,Sea Lamprey,Petromyzon,marinus,68.2,544.4,M,ADS,1.0,2000-01-08,2000,Lake Ontario,"Lake Ontario, Eastern Basin, Oswego NY",Eastern Basin L Ontario,43.5,-76.5,ON,WHA,TOX.PAR.44.MSD,2.97935,,1,,Organochlorine,Toxaphene Parlar 44,Toxaphene parlar 44,NG/G wet,0.2,,ULTRA,
24,17741,Sea Lamprey,Petromyzon,marinus,54.1,421.3,F,ADS,1.0,2000-01-08,2000,Lake Ontario,"Lake Ontario, Eastern Basin, Oswego NY",Eastern Basin L Ontario,43.5,-76.5,ON,WHA,TOX.PAR.50.MSD,2.58489,,1,,Organochlorine,Toxaphene Parlar 50,Toxaphene parlar 50,NG/G wet,0.2,,ULTRA,
25,17744,Sea Lamprey,Petromyzon,marinus,68.2,544.4,M,ADS,1.0,2000-01-08,2000,Lake Ontario,"Lake Ontario, Eastern Basin, Oswego NY",Eastern Basin L Ontario,43.5,-76.5,ON,WHA,TOX.PAR.50.MSD,1.93938,,1,,Organochlorine,Toxaphene Parlar 50,Toxaphene parlar 50,NG/G wet,0.2,,ULTRA,
26,17741,Sea Lamprey,Petromyzon,marinus,54.1,421.3,F,ADS,1.0,2000-01-08,2000,Lake Ontario,"Lake Ontario, Eastern Basin, Oswego NY",Eastern Basin L Ontario,43.5,-76.5,ON,WHA,TOX.PAR.51.MSD,0.2,L,1,,Organochlorine,Toxaphene Parlar 51,Toxaphene parlar 51,NG/G wet,0.2,,ULTRA,
27,17744,Sea Lamprey,Petromyzon,marinus,68.2,544.4,M,ADS,1.0,2000-01-08,2000,Lake Ontario,"Lake Ontario, Eastern Basin, Oswego NY",Eastern Basin L Ontario,43.5,-76.5,ON,WHA,TOX.PAR.51.MSD,0.2,L,1,,Organochlorine,Toxaphene Parlar 51,Toxaphene parlar 51,NG/G wet,0.2,,ULTRA,
28,17741,Sea Lamprey,Petromyzon,marinus,54.1,421.3,F,ADS,1.0,2000-01-08,2000,Lake Ontario,"Lake Ontario, Eastern Basin, Oswego NY",Eastern Basin L Ontario,43.5,-76.5,ON,WHA,TOX.PAR.56.MSD,0.2,L,1,,Organochlorine,Toxaphene Parlar 56,Toxaphene parlar 56,NG/G wet,0.2,,ULTRA,
29,17744,Sea Lamprey,Petromyzon,marinus,68.2,544.4,M,ADS,1.0,2000-01-08,2000,Lake Ontario,"Lake Ontario, Eastern Basin, Oswego NY",Eastern Basin L Ontario,43.5,-76.5,ON,WHA,TOX.PAR.56.MSD,0.2,L,1,,Organochlorine,Toxaphene Parlar 56,Toxaphene parlar 56,NG/G wet,0.2,,ULTRA,
30,17741,Sea Lamprey,Petromyzon,marinus,54.1,421.3,F,ADS,1.0,2000-01-08,2000,Lake Ontario,"Lake Ontario, Eastern Basin, Oswego NY",Eastern Basin L Ontario,43.5,-76.5,ON,WHA,TOX.PAR.58.MSD,0.2,L,1,,Organochlorine,Toxaphene Parlar 58,Toxaphene parlar 58,NG/G wet,0.2,,ULTRA,
31,17744,Sea Lamprey,Petromyzon,marinus,68.2,544.4,M,ADS,1.0,2000-01-08,2000,Lake Ontario,"Lake Ontario, Eastern Basin, Oswego NY",Eastern Basin L Ontario,43.5,-76.5,ON,WHA,TOX.PAR.58.MSD,0.2,L,1,,Organochlorine,Toxaphene Parlar 58,Toxaphene parlar 58,NG/G wet,0.2,,ULTRA,
32,17741,Sea Lamprey,Petromyzon,marinus,54.1,421.3,F,ADS,1.0,2000-01-08,2000,Lake Ontario,"Lake Ontario, Eastern Basin, Oswego NY",Eastern Basin L Ontario,43.5,-76.5,ON,WHA,TOX.PAR.59.MSD,0.2,L,1,,Organochlorine,Toxaphene Parlar 59,Toxaphene parlar 59,NG/G wet,0.2,,ULTRA,
33,17744,Sea Lamprey,Petromyzon,marinus,68.2,544.4,M,ADS,1.0,2000-01-08,2000,Lake Ontario,"Lake Ontario, Eastern Basin, Oswego NY",Eastern Basin L Ontario,43.5,-76.5,ON,WHA,TOX.PAR.59.MSD,0.2,L,1,,Organochlorine,Toxaphene Parlar 59,Toxaphene parlar 59,NG/G wet,0.2,,ULTRA,
34,17741,Sea Lamprey,Petromyzon,marinus,54.1,421.3,F,ADS,1.0,2000-01-08,2000,Lake Ontario,"Lake Ontario, Eastern Basin, Oswego NY",Eastern Basin L Ontario,43.5,-76.5,ON,WHA,TOX.PAR.62.MSD,0.2,L,1,,Organochlorine,Toxaphene Parlar 62,Toxaphene parlar 62,NG/G wet,0.2,,ULTRA,
35,17744,Sea Lamprey,Petromyzon,marinus,68.2,544.4,M,ADS,1.0,2000-01-08,2000,Lake Ontario,"Lake Ontario, Eastern Basin, Oswego NY",Eastern Basin L Ontario,43.5,-76.5,ON,WHA,TOX.PAR.62.MSD,0.2,L,1,,Organochlorine,Toxaphene Parlar 62,Toxaphene parlar 62,NG/G wet,0.2,,ULTRA,
36,17741,Sea Lamprey,Petromyzon,marinus,54.1,421.3,F,ADS,1.0,2000-01-08,2000,Lake Ontario,"Lake Ontario, Eastern Basin, Oswego NY",Eastern Basin L Ontario,43.5,-76.5,ON,WHA,TOX.PAR.63.MSD,0.2,L,1,,Organochlorine,Toxaphene Parlar 63,Toxaphene parlar 63,NG/G wet,0.2,,ULTRA,
37,17744,Sea Lamprey,Petromyzon,marinus,68.2,544.4,M,ADS,1.0,2000-01-08,2000,Lake Ontario,"Lake Ontario, Eastern Basin, Oswego NY",Eastern Basin L Ontario,43.5,-76.5,ON,WHA,TOX.PAR.63.MSD,0.2,L,1,,Organochlorine,Toxaphene Parlar 63,Toxaphene parlar 63,NG/G wet,0.2,,ULTRA,
38,17741,Sea Lamprey,Petromyzon,marinus,54.1,421.3,F,ADS,1.0,2000-01-08,2000,Lake Ontario,"Lake Ontario, Eastern Basin, Oswego NY",Eastern Basin L Ontario,43.5,-76.5,ON,WHA,TOX.PAR.69.MSD,0.2,L,1,,Organochlorine,Toxaphene Parlar 69,Toxaphene parlar 69,NG/G wet,0.2,,ULTRA,
39,17744,Sea Lamprey,Petromyzon,marinus,68.2,544.4,M,ADS,1.0,2000-01-08,2000,Lake Ontario,"Lake Ontario, Eastern Basin, Oswego NY",Eastern Basin L Ontario,43.5,-76.5,ON,WHA,TOX.PAR.69.MSD,0.2,L,1,,Organochlorine,Toxaphene Parlar 69,Toxaphene parlar 69,NG/G wet,0.2,,ULTRA,
40,17750,Sea Lamprey,Petromyzon,marinus,68.4,489.4,F,ADS,1.0,2000-01-09,2000,Lake Ontario,"Lake Ontario, Eastern Basin, Oswego NY",Eastern Basin L Ontario,43.5,-76.5,ON,WHA,TOX,0.00816,,1,,Organochlorine,Toxaphene,Toxaphene,UG/G wet,,0.001,ULTRA,
41,17750,Sea Lamprey,Petromyzon,marinus,68.4,489.4,F,ADS,1.0,2000-01-09,2000,Lake Ontario,"Lake Ontario, Eastern Basin, Oswego NY",Eastern Basin L Ontario,43.5,-76.5,ON,WHA,TOX.PAR.11&12.MSD,0.2,L,1,,Organochlorine,"Toxaphene parlar 11,12",Toxaphene parlar 11 & 12,NG/G wet,0.2,,ULTRA,
42,17750,Sea Lamprey,Petromyzon,marinus,68.4,489.4,F,ADS,1.0,2000-01-09,2000,Lake Ontario,"Lake Ontario, Eastern Basin, Oswego NY",Eastern Basin L Ontario,43.5,-76.5,ON,WHA,TOX.PAR.15.MSD,0.2,L,1,,Organochlorine,Toxaphene Parlar 15,Toxaphene parlar 15,NG/G wet,0.2,,ULTRA,
43,17750,Sea Lamprey,Petromyzon,marinus,68.4,489.4,F,ADS,1.0,2000-01-09,2000,Lake Ontario,"Lake Ontario, Eastern Basin, Oswego NY",Eastern Basin L Ontario,43.5,-76.5,ON,WHA,TOX.PAR.21.MSD,0.2,L,1,,Organochlorine,Toxaphene Parlar 21,Toxaphene parlar 21,NG/G wet,0.2,,ULTRA,
44,17750,Sea Lamprey,Petromyzon,marinus,68.4,489.4,F,ADS,1.0,2000-01-09,2000,Lake Ontario,"Lake Ontario, Eastern Basin, Oswego NY",Eastern Basin L Ontario,43.5,-76.5,ON,WHA,TOX.PAR.25.MSD,0.2,L,1,,Organochlorine,Toxaphene Parlar 25,Toxaphene parlar 25,NG/G wet,0.2,,ULTRA,
45,17750,Sea Lamprey,Petromyzon,marinus,68.4,489.4,F,ADS,1.0,2000-01-09,2000,Lake Ontario,"Lake Ontario, Eastern Basin, Oswego NY",Eastern Basin L Ontario,43.5,-76.5,ON,WHA,TOX.PAR.26.MSD,0.2,L,1,,Organochlorine,Toxaphene Parlar 26,Toxaphene parlar 26,NG/G wet,0.2,,ULTRA,
46,17750,Sea Lamprey,Petromyzon,marinus,68.4,489.4,F,ADS,1.0,2000-01-09,2000,Lake Ontario,"Lake Ontario, Eastern Basin, Oswego NY",Eastern Basin L Ontario,43.5,-76.5,ON,WHA,TOX.PAR.31&32.MSD,0.2,L,1,,Organochlorine,"Toxaphene Parlar 31,32",Toxaphene parlar 31 & 32,NG/G wet,0.2,,ULTRA,
47,17750,Sea Lamprey,Petromyzon,marinus,68.4,489.4,F,ADS,1.0,2000-01-09,2000,Lake Ontario,"Lake Ontario, Eastern Basin, Oswego NY",Eastern Basin L Ontario,43.5,-76.5,ON,WHA,TOX.PAR.38.MSD,0.2,L,1,,Organochlorine,Toxaphene Parlar 38,Toxaphene parlar 38,NG/G wet,0.2,,ULTRA,
48,17750,Sea Lamprey,Petromyzon,marinus,68.4,489.4,F,ADS,1.0,2000-01-09,2000,Lake Ontario,"Lake Ontario, Eastern Basin, Oswego NY",Eastern Basin L Ontario,43.5,-76.5,ON,WHA,TOX.PAR.39.MSD,0.2,L,1,,Organochlorine,Toxaphene Parlar 39,Toxaphene parlar 39,NG/G wet,0.2,,ULTRA,
49,17750,Sea Lamprey,Petromyzon,marinus,68.4,489.4,F,ADS,1.0,2000-01-09,2000,Lake Ontario,"Lake Ontario, Eastern Basin, Oswego NY",Eastern Basin L Ontario,43.5,-76.5,ON,WHA,TOX.PAR.40&41.MSD,0.72813,,1,,Organochlorine,"Toxaphene Parlar 40,41",Toxaphene parlar 40 & 41,NG/G wet,0.2,,ULTRA,
50,17750,Sea Lamprey,Petromyzon,marinus,68.4,489.4,F,ADS,1.0,2000-01-09,2000,Lake Ontario,"Lake Ontario, Eastern Basin, Oswego NY",Eastern Basin L Ontario,43.5,-76.5,ON,WHA,TOX.PAR.42.MSD,0.2,L,1,,Organochlorine,Toxaphene Parlar 42,Toxaphene parlar 42,NG/G wet,0.2,,ULTRA,
51,17750,Sea Lamprey,Petromyzon,marinus,68.4,489.4,F,ADS,1.0,2000-01-09,2000,Lake Ontario,"Lake Ontario, Eastern Basin, Oswego NY",Eastern Basin L Ontario,43.5,-76.5,ON,WHA,TOX.PAR.44.MSD,4.36883,,1,,Organochlorine,Toxaphene Parlar 44,Toxaphene parlar 44,NG/G wet,0.2,,ULTRA,
52,17750,Sea Lamprey,Petromyzon,marinus,68.4,489.4,F,ADS,1.0,2000-01-09,2000,Lake Ontario,"Lake Ontario, Eastern Basin, Oswego NY",Eastern Basin L Ontario,43.5,-76.5,ON,WHA,TOX.PAR.50.MSD,2.50479,,1,,Organochlorine,Toxaphene Parlar 50,Toxaphene parlar 50,NG/G wet,0.2,,ULTRA,
53,17750,Sea Lamprey,Petromyzon,marinus,68.4,489.4,F,ADS,1.0,2000-01-09,2000,Lake Ontario,"Lake Ontario, Eastern Basin, Oswego NY",Eastern Basin L Ontario,43.5,-76.5,ON,WHA,TOX.PAR.51.MSD,0.2,L,1,,Organochlorine,Toxaphene Parlar 51,Toxaphene parlar 51,NG/G wet,0.2,,ULTRA,
54,17750,Sea Lamprey,Petromyzon,marinus,68.4,489.4,F,ADS,1.0,2000-01-09,2000,Lake Ontario,"Lake Ontario, Eastern Basin, Oswego NY",Eastern Basin L Ontario,43.5,-76.5,ON,WHA,TOX.PAR.56.MSD,0.2,L,1,,Organochlorine,Toxaphene Parlar 56,Toxaphene parlar 56,NG/G wet,0.2,,ULTRA,
55,17750,Sea Lamprey,Petromyzon,marinus,68.4,489.4,F,ADS,1.0,2000-01-09,2000,Lake Ontario,"Lake Ontario, Eastern Basin, Oswego NY",Eastern Basin L Ontario,43.5,-76.5,ON,WHA,TOX.PAR.58.MSD,0.2,L,1,,Organochlorine,Toxaphene Parlar 58,Toxaphene parlar 58,NG/G wet,0.2,,ULTRA,
56,17750,Sea Lamprey,Petromyzon,marinus,68.4,489.4,F,ADS,1.0,2000-01-09,2000,Lake Ontario,"Lake Ontario, Eastern Basin, Oswego NY",Eastern Basin L Ontario,43.5,-76.5,ON,WHA,TOX.PAR.59.MSD,0.2,L,1,,Organochlorine,Toxaphene Parlar 59,Toxaphene parlar 59,NG/G wet,0.2,,ULTRA,
57,17750,Sea Lamprey,Petromyzon,marinus,68.4,489.4,F,ADS,1.0,2000-01-09,2000,Lake Ontario,"Lake Ontario, Eastern Basin, Oswego NY",Eastern Basin L Ontario,43.5,-76.5,ON,WHA,TOX.PAR.62.MSD,0.2,L,1,,Organochlorine,Toxaphene Parlar 62,Toxaphene parlar 62,NG/G wet,0.2,,ULTRA,
58,17750,Sea Lamprey,Petromyzon,marinus,68.4,489.4,F,ADS,1.0,2000-01-09,2000,Lake Ontario,"Lake Ontario, Eastern Basin, Oswego NY",Eastern Basin L Ontario,43.5,-76.5,ON,WHA,TOX.PAR.63.MSD,0.2,L,1,,Organochlorine,Toxaphene Parlar 63,Toxaphene parlar 63,NG/G wet,0.2,,ULTRA,
59,17750,Sea Lamprey,Petromyzon,marinus,68.4,489.4,F,ADS,1.0,2000-01-09,2000,Lake Ontario,"Lake Ontario, Eastern Basin, Oswego NY",Eastern Basin L Ontario,43.5,-76.5,ON,WHA,TOX.PAR.69.MSD,0.2,L,1,,Organochlorine,Toxaphene Parlar 69,Toxaphene parlar 69,NG/G wet,0.2,,ULTRA,
60,17216,Sea Lamprey,Petromyzon,marinus,42.4,199.4,M,ADS,1.0,2000-08-17,2000,Lake Ontario,"Lake Ontario, Eastern Basin, Oswego NY",Eastern Basin L Ontario,43.5,-76.5,ON,WHA,TOX,0.0109,,1,,Organochlorine,Toxaphene,Toxaphene,UG/G wet,,0.001,ULTRA,
61,17216,Sea Lamprey,Petromyzon,marinus,42.4,199.4,M,ADS,1.0,2000-08-17,2000,Lake Ontario,"Lake Ontario, Eastern Basin, Oswego NY",Eastern Basin L Ontario,43.5,-76.5,ON,WHA,TOX.PAR.11&12.MSD,0.2,L,1,,Organochlorine,"Toxaphene parlar 11,12",Toxaphene parlar 11 & 12,NG/G wet,0.2,,ULTRA,
62,17216,Sea Lamprey,Petromyzon,marinus,42.4,199.4,M,ADS,1.0,2000-08-17,2000,Lake Ontario,"Lake Ontario, Eastern Basin, Oswego NY",Eastern Basin L Ontario,43.5,-76.5,ON,WHA,TOX.PAR.15.MSD,0.2,L,1,,Organochlorine,Toxaphene Parlar 15,Toxaphene parlar 15,NG/G wet,0.2,,ULTRA,
63,17216,Sea Lamprey,Petromyzon,marinus,42.4,199.4,M,ADS,1.0,2000-08-17,2000,Lake Ontario,"Lake Ontario, Eastern Basin, Oswego NY",Eastern Basin L Ontario,43.5,-76.5,ON,WHA,TOX.PAR.21.MSD,0.2,L,1,,Organochlorine,Toxaphene Parlar 21,Toxaphene parlar 21,NG/G wet,0.2,,ULTRA,
64,17216,Sea Lamprey,Petromyzon,marinus,42.4,199.4,M,ADS,1.0,2000-08-17,2000,Lake Ontario,"Lake Ontario, Eastern Basin, Oswego NY",Eastern Basin L Ontario,43.5,-76.5,ON,WHA,TOX.PAR.25.MSD,0.2,L,1,,Organochlorine,Toxaphene Parlar 25,Toxaphene parlar 25,NG/G wet,0.2,,ULTRA,
65,17216,Sea Lamprey,Petromyzon,marinus,42.4,199.4,M,ADS,1.0,2000-08-17,2000,Lake Ontario,"Lake Ontario, Eastern Basin, Oswego NY",Eastern Basin L Ontario,43.5,-76.5,ON,WHA,TOX.PAR.26.MSD,0.2,L,1,,Organochlorine,Toxaphene Parlar 26,Toxaphene parlar 26,NG/G wet,0.2,,ULTRA,
66,17216,Sea Lamprey,Petromyzon,marinus,42.4,199.4,M,ADS,1.0,2000-08-17,2000,Lake Ontario,"Lake Ontario, Eastern Basin, Oswego NY",Eastern Basin L Ontario,43.5,-76.5,ON,WHA,TOX.PAR.31&32.MSD,0.2,L,1,,Organochlorine,"Toxaphene Parlar 31,32",Toxaphene parlar 31 & 32,NG/G wet,0.2,,ULTRA,
67,17216,Sea Lamprey,Petromyzon,marinus,42.4,199.4,M,ADS,1.0,2000-08-17,2000,Lake Ontario,"Lake Ontario, Eastern Basin, Oswego NY",Eastern Basin L Ontario,43.5,-76.5,ON,WHA,TOX.PAR.38.MSD,0.2,L,1,,Organochlorine,Toxaphene Parlar 38,Toxaphene parlar 38,NG/G wet,0.2,,ULTRA,
68,17216,Sea Lamprey,Petromyzon,marinus,42.4,199.4,M,ADS,1.0,2000-08-17,2000,Lake Ontario,"Lake Ontario, Eastern Basin, Oswego NY",Eastern Basin L Ontario,43.5,-76.5,ON,WHA,TOX.PAR.39.MSD,0.2,L,1,,Organochlorine,Toxaphene Parlar 39,Toxaphene parlar 39,NG/G wet,0.2,,ULTRA,
69,17216,Sea Lamprey,Petromyzon,marinus,42.4,199.4,M,ADS,1.0,2000-08-17,2000,Lake Ontario,"Lake Ontario, Eastern Basin, Oswego NY",Eastern Basin L Ontario,43.5,-76.5,ON,WHA,TOX.PAR.40&41.MSD,0.70349,,1,,Organochlorine,"Toxaphene Parlar 40,41",Toxaphene parlar 40 & 41,NG/G wet,0.2,,ULTRA,
70,17216,Sea Lamprey,Petromyzon,marinus,42.4,199.4,M,ADS,1.0,2000-08-17,2000,Lake Ontario,"Lake Ontario, Eastern Basin, Oswego NY",Eastern Basin L Ontario,43.5,-76.5,ON,WHA,TOX.PAR.42.MSD,0.2,L,1,,Organochlorine,Toxaphene Parlar 42,Toxaphene parlar 42,NG/G wet,0.2,,ULTRA,
71,17216,Sea Lamprey,Petromyzon,marinus,42.4,199.4,M,ADS,1.0,2000-08-17,2000,Lake Ontario,"Lake Ontario, Eastern Basin, Oswego NY",Eastern Basin L Ontario,43.5,-76.5,ON,WHA,TOX.PAR.44.MSD,4.30538,,1,,Organochlorine,Toxaphene Parlar 44,Toxaphene parlar 44,NG/G wet,0.2,,ULTRA,
