,CSP_No,Common_Name,Genus,Species,Total Length (cm),Total Weight (g),Sex_Code,Maturity_Code,Composite_Count,Collection_Date,Collection_Year,Waterbody,Basin/Site,Latitude,Longitude,Province/State,Tissue_Code,Parameter_Code,Value,Value_Flag,Rep,Measurement_Date,Parameter_Group,Master_Parameter_Name,Parameter_name,Unit_Code,LOD,MDL - typical,Laboratory,Method_Code
70,58043,Lake Trout,Salvelinus,namaycush,47.0,1081.4,M,ADS,1.0,2011-07-11,2011,Lake Superior,Thunder Bay L Superior,48.25,-89.0,ON,WHA,Total_SCCP,2.04739,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
71,58045,Lake Trout,Salvelinus,namaycush,46.0,812.9,M,ADS,1.0,2011-07-11,2011,Lake Superior,Thunder Bay L Superior,48.25,-89.0,ON,WHA,Total_MCCP,5.89461,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
72,58045,Lake Trout,Salvelinus,namaycush,46.0,812.9,M,ADS,1.0,2011-07-11,2011,Lake Superior,Thunder Bay L Superior,48.25,-89.0,ON,WHA,Total_SCCP,2.92416,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
73,58047,Lake Trout,Salvelinus,namaycush,46.5,893.1,M,ADS,1.0,2011-07-11,2011,Lake Superior,Thunder Bay L Superior,48.25,-89.0,ON,WHA,Total_SCCP,1.99235,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
74,58050,Lake Trout,Salvelinus,namaycush,55.0,1655.8,M,ADS,1.0,2011-07-11,2011,Lake Superior,Thunder Bay L Superior,48.25,-89.0,ON,WHA,Total_MCCP,5.29688,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
75,58050,Lake Trout,Salvelinus,namaycush,55.0,1655.8,M,ADS,1.0,2011-07-11,2011,Lake Superior,Thunder Bay L Superior,48.25,-89.0,ON,WHA,Total_SCCP,2.2715,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
76,58051,Lake Trout,Salvelinus,namaycush,44.0,844.5,M,ADS,1.0,2011-07-11,2011,Lake Superior,Thunder Bay L Superior,48.25,-89.0,ON,WHA,Total_MCCP,5.00565,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
77,58051,Lake Trout,Salvelinus,namaycush,44.0,844.5,M,ADS,1.0,2011-07-11,2011,Lake Superior,Thunder Bay L Superior,48.25,-89.0,ON,WHA,Total_SCCP,1.38728,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
78,58103,Lake Trout,Salvelinus,namaycush,61.6,2683.8,F,ADS,1.0,2011-08-04,2011,Lake Erie,Eastern Basin L Erie,42.54222,-79.38167,ON,WHA,Total_MCCP,5.91974,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
79,58103,Lake Trout,Salvelinus,namaycush,61.6,2683.8,F,ADS,1.0,2011-08-04,2011,Lake Erie,Eastern Basin L Erie,42.54222,-79.38167,ON,WHA,Total_SCCP,5.46872,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
80,58104,Lake Trout,Salvelinus,namaycush,58.5,2553.8,M,ADS,1.0,2011-08-04,2011,Lake Erie,Eastern Basin L Erie,42.54222,-79.38167,ON,WHA,Total_MCCP,4.60469,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
81,58104,Lake Trout,Salvelinus,namaycush,58.5,2553.8,M,ADS,1.0,2011-08-04,2011,Lake Erie,Eastern Basin L Erie,42.54222,-79.38167,ON,WHA,Total_SCCP,9.39965,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
82,58105,Lake Trout,Salvelinus,namaycush,63.0,3165.8,F,ADS,1.0,2011-08-04,2011,Lake Erie,Eastern Basin L Erie,42.54222,-79.38167,ON,WHA,Total_MCCP,4.22277,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
83,58105,Lake Trout,Salvelinus,namaycush,63.0,3165.8,F,ADS,1.0,2011-08-04,2011,Lake Erie,Eastern Basin L Erie,42.54222,-79.38167,ON,WHA,Total_SCCP,4.59986,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
84,58106,Lake Trout,Salvelinus,namaycush,67.0,3870.1,F,ADS,1.0,2011-08-04,2011,Lake Erie,Eastern Basin L Erie,42.54222,-79.38167,ON,WHA,Total_MCCP,25.46625,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
85,58106,Lake Trout,Salvelinus,namaycush,67.0,3870.1,F,ADS,1.0,2011-08-04,2011,Lake Erie,Eastern Basin L Erie,42.54222,-79.38167,ON,WHA,Total_SCCP,3.20322,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
86,58107,Lake Trout,Salvelinus,namaycush,62.5,3015.0,M,ADS,1.0,2011-08-04,2011,Lake Erie,Eastern Basin L Erie,42.54222,-79.38167,ON,WHA,Total_MCCP,6.10466,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
87,58107,Lake Trout,Salvelinus,namaycush,62.5,3015.0,M,ADS,1.0,2011-08-04,2011,Lake Erie,Eastern Basin L Erie,42.54222,-79.38167,ON,WHA,Total_SCCP,2.22421,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
88,58108,Lake Trout,Salvelinus,namaycush,65.0,4137.0,M,ADS,1.0,2011-08-04,2011,Lake Erie,Eastern Basin L Erie,42.54222,-79.38167,ON,WHA,Total_MCCP,22.64424,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
89,58109,Lake Trout,Salvelinus,namaycush,62.0,3475.7,F,ADS,1.0,2011-08-04,2011,Lake Erie,Eastern Basin L Erie,42.54222,-79.38167,ON,WHA,Total_MCCP,7.04951,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
90,58109,Lake Trout,Salvelinus,namaycush,62.0,3475.7,F,ADS,1.0,2011-08-04,2011,Lake Erie,Eastern Basin L Erie,42.54222,-79.38167,ON,WHA,Total_SCCP,6.3216,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
91,58110,Lake Trout,Salvelinus,namaycush,68.0,3307.2,F,ADS,1.0,2011-08-04,2011,Lake Erie,Eastern Basin L Erie,42.54222,-79.38167,ON,WHA,Total_MCCP,15.1321,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
92,58110,Lake Trout,Salvelinus,namaycush,68.0,3307.2,F,ADS,1.0,2011-08-04,2011,Lake Erie,Eastern Basin L Erie,42.54222,-79.38167,ON,WHA,Total_SCCP,5.22707,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
93,58111,Lake Trout,Salvelinus,namaycush,63.6,3654.3,F,ADS,1.0,2011-08-04,2011,Lake Erie,Eastern Basin L Erie,42.54222,-79.38167,ON,WHA,Total_MCCP,15.29623,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
94,58111,Lake Trout,Salvelinus,namaycush,63.6,3654.3,F,ADS,1.0,2011-08-04,2011,Lake Erie,Eastern Basin L Erie,42.54222,-79.38167,ON,WHA,Total_SCCP,4.14608,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
95,58112,Lake Trout,Salvelinus,namaycush,60.5,3053.6,M,ADS,1.0,2011-08-04,2011,Lake Erie,Eastern Basin L Erie,42.54222,-79.38167,ON,WHA,Total_MCCP,13.58008,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
96,58112,Lake Trout,Salvelinus,namaycush,60.5,3053.6,M,ADS,1.0,2011-08-04,2011,Lake Erie,Eastern Basin L Erie,42.54222,-79.38167,ON,WHA,Total_SCCP,6.23594,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
97,58354,Lake Trout,Salvelinus,namaycush,55.0,1911.0,F,ADS,1.0,2011-10-18,2011,Lake Ontario,Western Basin L Ontario,43.5,-79.58333,ON,WHA,Total_MCCP,6.03971,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
98,58354,Lake Trout,Salvelinus,namaycush,55.0,1911.0,F,ADS,1.0,2011-10-18,2011,Lake Ontario,Western Basin L Ontario,43.5,-79.58333,ON,WHA,Total_SCCP,9.78996,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
99,58355,Lake Trout,Salvelinus,namaycush,46.7,1125.4,M,ADS,1.0,2011-10-18,2011,Lake Ontario,Western Basin L Ontario,43.5,-79.58333,ON,WHA,Total_MCCP,5.8282,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
100,58355,Lake Trout,Salvelinus,namaycush,46.7,1125.4,M,ADS,1.0,2011-10-18,2011,Lake Ontario,Western Basin L Ontario,43.5,-79.58333,ON,WHA,Total_SCCP,5.22658,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
101,58356,Lake Trout,Salvelinus,namaycush,60.6,2508.4,M,ADS,1.0,2011-10-18,2011,Lake Ontario,Western Basin L Ontario,43.5,-79.58333,ON,WHA,Total_MCCP,1.17971,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
102,58357,Lake Trout,Salvelinus,namaycush,58.7,2947.0,M,ADS,1.0,2011-10-18,2011,Lake Ontario,Western Basin L Ontario,43.5,-79.58333,ON,WHA,Total_MCCP,13.53866,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
103,58357,Lake Trout,Salvelinus,namaycush,58.7,2947.0,M,ADS,1.0,2011-10-18,2011,Lake Ontario,Western Basin L Ontario,43.5,-79.58333,ON,WHA,Total_SCCP,9.41692,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
104,58359,Lake Trout,Salvelinus,namaycush,50.5,1520.5,F,ADS,1.0,2011-10-18,2011,Lake Ontario,Western Basin L Ontario,43.5,-79.58333,ON,WHA,Total_MCCP,25.53801,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
105,58359,Lake Trout,Salvelinus,namaycush,50.5,1520.5,F,ADS,1.0,2011-10-18,2011,Lake Ontario,Western Basin L Ontario,43.5,-79.58333,ON,WHA,Total_SCCP,7.27103,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
106,58360,Lake Trout,Salvelinus,namaycush,50.0,1358.5,F,ADS,1.0,2011-10-18,2011,Lake Ontario,Western Basin L Ontario,43.5,-79.58333,ON,WHA,Total_MCCP,12.08414,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
107,58360,Lake Trout,Salvelinus,namaycush,50.0,1358.5,F,ADS,1.0,2011-10-18,2011,Lake Ontario,Western Basin L Ontario,43.5,-79.58333,ON,WHA,Total_SCCP,2.7867,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
108,58361,Lake Trout,Salvelinus,namaycush,50.5,1186.1,F,ADS,1.0,2011-10-18,2011,Lake Ontario,Western Basin L Ontario,43.5,-79.58333,ON,WHA,Total_MCCP,7.60918,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
109,58361,Lake Trout,Salvelinus,namaycush,50.5,1186.1,F,ADS,1.0,2011-10-18,2011,Lake Ontario,Western Basin L Ontario,43.5,-79.58333,ON,WHA,Total_SCCP,3.15274,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
110,58362,Lake Trout,Salvelinus,namaycush,62.0,3134.1,M,ADS,1.0,2011-10-18,2011,Lake Ontario,Western Basin L Ontario,43.5,-79.58333,ON,WHA,Total_MCCP,17.14154,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
111,58362,Lake Trout,Salvelinus,namaycush,62.0,3134.1,M,ADS,1.0,2011-10-18,2011,Lake Ontario,Western Basin L Ontario,43.5,-79.58333,ON,WHA,Total_SCCP,7.39904,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
112,58364,Lake Trout,Salvelinus,namaycush,49.8,1181.0,M,ADS,1.0,2011-10-18,2011,Lake Ontario,Western Basin L Ontario,43.5,-79.58333,ON,WHA,Total_MCCP,11.72104,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
113,58364,Lake Trout,Salvelinus,namaycush,49.8,1181.0,M,ADS,1.0,2011-10-18,2011,Lake Ontario,Western Basin L Ontario,43.5,-79.58333,ON,WHA,Total_SCCP,2.83236,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
114,58365,Lake Trout,Salvelinus,namaycush,48.5,1203.7,F,ADS,1.0,2011-10-18,2011,Lake Ontario,Western Basin L Ontario,43.5,-79.58333,ON,WHA,Total_MCCP,17.87406,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
115,58365,Lake Trout,Salvelinus,namaycush,48.5,1203.7,F,ADS,1.0,2011-10-18,2011,Lake Ontario,Western Basin L Ontario,43.5,-79.58333,ON,WHA,Total_SCCP,4.81483,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
116,58482,Lake Trout,Salvelinus,namaycush,66.3,2666.8,F,ADS,1.0,2011-11-15,2011,Lake Huron,Southern Basin L Huron,43.75,-81.83333,ON,WHA,Total_MCCP,4.172,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
117,58482,Lake Trout,Salvelinus,namaycush,66.3,2666.8,F,ADS,1.0,2011-11-15,2011,Lake Huron,Southern Basin L Huron,43.75,-81.83333,ON,WHA,Total_SCCP,3.29891,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
118,58483,Lake Trout,Salvelinus,namaycush,72.2,3049.1,M,ADS,1.0,2011-11-15,2011,Lake Huron,Southern Basin L Huron,43.75,-81.83333,ON,WHA,Total_MCCP,11.9436,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
119,58484,Lake Trout,Salvelinus,namaycush,62.7,2205.5,F,ADS,1.0,2011-11-15,2011,Lake Huron,Southern Basin L Huron,43.75,-81.83333,ON,WHA,Total_MCCP,4.64597,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
120,58484,Lake Trout,Salvelinus,namaycush,62.7,2205.5,F,ADS,1.0,2011-11-15,2011,Lake Huron,Southern Basin L Huron,43.75,-81.83333,ON,WHA,Total_SCCP,1.4887,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
121,58485,Lake Trout,Salvelinus,namaycush,71.7,3537.1,F,ADS,1.0,2011-11-15,2011,Lake Huron,Southern Basin L Huron,43.75,-81.83333,ON,WHA,Total_MCCP,46.44432,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
122,58485,Lake Trout,Salvelinus,namaycush,71.7,3537.1,F,ADS,1.0,2011-11-15,2011,Lake Huron,Southern Basin L Huron,43.75,-81.83333,ON,WHA,Total_SCCP,8.38076,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
123,58486,Lake Trout,Salvelinus,namaycush,64.0,2302.2,M,ADS,1.0,2011-11-15,2011,Lake Huron,Southern Basin L Huron,43.75,-81.83333,ON,WHA,Total_MCCP,3.52287,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
124,58486,Lake Trout,Salvelinus,namaycush,64.0,2302.2,M,ADS,1.0,2011-11-15,2011,Lake Huron,Southern Basin L Huron,43.75,-81.83333,ON,WHA,Total_SCCP,2.10867,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
125,58487,Lake Trout,Salvelinus,namaycush,59.0,1998.5,M,ADS,1.0,2011-11-15,2011,Lake Huron,Southern Basin L Huron,43.75,-81.83333,ON,WHA,Total_MCCP,9.46906,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
126,58487,Lake Trout,Salvelinus,namaycush,59.0,1998.5,M,ADS,1.0,2011-11-15,2011,Lake Huron,Southern Basin L Huron,43.75,-81.83333,ON,WHA,Total_SCCP,4.1704,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
127,58488,Lake Trout,Salvelinus,namaycush,61.1,2995.4,F,ADS,1.0,2011-11-15,2011,Lake Huron,Southern Basin L Huron,43.75,-81.83333,ON,WHA,Total_MCCP,6.26611,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
128,58488,Lake Trout,Salvelinus,namaycush,61.1,2995.4,F,ADS,1.0,2011-11-15,2011,Lake Huron,Southern Basin L Huron,43.75,-81.83333,ON,WHA,Total_SCCP,0.78986,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
129,58489,Lake Trout,Salvelinus,namaycush,72.0,2640.0,F,ADS,1.0,2011-11-15,2011,Lake Huron,Southern Basin L Huron,43.75,-81.83333,ON,WHA,Total_MCCP,38.39521,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
130,58489,Lake Trout,Salvelinus,namaycush,72.0,2640.0,F,ADS,1.0,2011-11-15,2011,Lake Huron,Southern Basin L Huron,43.75,-81.83333,ON,WHA,Total_SCCP,3.18173,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
131,58490,Lake Trout,Salvelinus,namaycush,68.0,2737.1,F,ADS,1.0,2011-11-15,2011,Lake Huron,Southern Basin L Huron,43.75,-81.83333,ON,WHA,Total_MCCP,6.68176,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
132,58490,Lake Trout,Salvelinus,namaycush,68.0,2737.1,F,ADS,1.0,2011-11-15,2011,Lake Huron,Southern Basin L Huron,43.75,-81.83333,ON,WHA,Total_SCCP,2.40295,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
133,58491,Lake Trout,Salvelinus,namaycush,73.0,3881.9,M,ADS,1.0,2011-11-15,2011,Lake Huron,Southern Basin L Huron,43.75,-81.83333,ON,WHA,Total_MCCP,3.42381,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
134,58491,Lake Trout,Salvelinus,namaycush,73.0,3881.9,M,ADS,1.0,2011-11-15,2011,Lake Huron,Southern Basin L Huron,43.75,-81.83333,ON,WHA,Total_SCCP,4.21746,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
135,58674,Lake Trout,Salvelinus,namaycush,65.8,2391.1,F,ADS,1.0,2011-12-31,2011,Lake Athabasca,Lake Athabasca,58.705519,-111.090317,AB,WHA,Total_MCCP,10.8713,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
136,58674,Lake Trout,Salvelinus,namaycush,65.8,2391.1,F,ADS,1.0,2011-12-31,2011,Lake Athabasca,Lake Athabasca,58.705519,-111.090317,AB,WHA,Total_SCCP,12.49575,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
137,58675,Lake Trout,Salvelinus,namaycush,68.0,2446.4,F,ADS,1.0,2011-12-31,2011,Lake Athabasca,Lake Athabasca,58.705519,-111.090317,AB,WHA,"13C10-1,5,5,6,6,10-hexachlorodecane",84.9,,2,2025-09-17,Chlorinated Alkane,"13C10-1,5,5,6,6,10-hexachlorodecane","13C10-1,5,5,6,6,10-hexachlorodecane",PCT,,,NLET,B_ChlorinatedAlkanes_ISO
138,58675,Lake Trout,Salvelinus,namaycush,68.0,2446.4,F,ADS,1.0,2011-12-31,2011,Lake Athabasca,Lake Athabasca,58.705519,-111.090317,AB,WHA,"Chlorinated Alkanes, SC (C10-C13), Total",50.0,BDL,2,2025-09-17,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,5.0,,NLET,B_ChlorinatedAlkanes_ISO
139,58675,Lake Trout,Salvelinus,namaycush,68.0,2446.4,F,ADS,1.0,2011-12-31,2011,Lake Athabasca,Lake Athabasca,58.705519,-111.090317,AB,WHA,Total_MCCP,4.93636,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
140,58675,Lake Trout,Salvelinus,namaycush,68.0,2446.4,F,ADS,1.0,2011-12-31,2011,Lake Athabasca,Lake Athabasca,58.705519,-111.090317,AB,WHA,Total_SCCP,37.27575,,1,,Chlorinated Alkane,Short Chain Chlorinated Alkanes (C10-13) Total,Total Short Chain Chlorinated Alkanes (C10-13),NG/G wet,0.009,,EC-Basconcillo,
141,58676,Lake Trout,Salvelinus,namaycush,68.0,2875.1,F,ADS,1.0,2011-12-31,2011,Lake Athabasca,Lake Athabasca,58.705519,-111.090317,AB,WHA,Total_MCCP,4.73738,,1,,Chlorinated Alkane,Medium Chain Chlorinated Paraffins (C14-17) Total,Total Medium Chain Chlorinated Paraffins (C14-17),NG/G wet,0.345,,EC-Basconcillo,
